vial,cross,female line,male line,food,month crossed,cross number,number weighed,average wt per vial
11794,11350 x 11351,11350,11351,(N) Normal,05/12,19,22,0.9531818182
11801,11350 x 11351,11350,11351,(F) Fat,05/12,19,14,1.2857142857
16288,11344 x 11341,11344,11341,(N) Normal,08/12,31,15,1.2393333333
16289,11344 x 11341,11344,11341,(N) Normal,08/12,31,15,1.2293333333
16295,11344 x 11341,11344,11341,(F) Fat,08/12,31,12,1.0408333333
16296,11344 x 11341,11344,11341,(F) Fat,08/12,31,10,1.115
16358,11342 x 11347,11342,11347,(N) Normal,08/12,31,15,1.0046666667
16359,11342 x 11347,11342,11347,(N) Normal,08/12,31,9,1.4022222222
16365,11342 x 11347,11342,11347,(F) Fat,08/12,31,15,1.112
11654,11341 x 11320,11341,11320,(N) Normal,05/12,18,30,1.2986666667
11655,11341 x 11320,11341,11320,(N) Normal,05/12,18,19,1.2921052632
11662,11341 x 11320,11341,11320,(F) Fat,05/12,18,13,1.4169230769
16372,11339 x 11342,11339,11342,(N) Normal,08/12,31,15,1.0346666667
16373,11339 x 11342,11339,11342,(N) Normal,08/12,31,15,1.0826666667
16379,11339 x 11342,11339,11342,(F) Fat,08/12,31,15,0.9773333333
16380,11339 x 11342,11339,11342,(F) Fat,08/12,31,15,1.094
11626,11339 x 11340,11339,11340,(N) Normal,05/12,18,30,0.984
11627,11339 x 11340,11339,11340,(N) Normal,05/12,18,15,1.3966666667
11633,11339 x 11340,11339,11340,(F) Fat,05/12,18,20,1.2375
11634,11339 x 11340,11339,11340,(F) Fat,05/12,18,27,1.1051851852
11612,11338 x 11339,11338,11339,(N) Normal,05/12,18,15,1.3473333333
11613,11338 x 11339,11338,11339,(N) Normal,05/12,18,15,1.1086666667
11620,11338 x 11339,11338,11339,(F) Fat,05/12,18,9,1.4133333333
16274,11338 x 11335,11338,11335,(N) Normal,08/12,31,15,1.3626666667
16275,11338 x 11335,11338,11335,(N) Normal,08/12,31,7,1.3457142857
16281,11338 x 11335,11338,11335,(F) Fat,08/12,31,15,1.132
16282,11338 x 11335,11338,11335,(F) Fat,08/12,31,15,1.1813333333
16386,11337 x 11339,11337,11339,(N) Normal,08/12,31,8,1.10125
16387,11337 x 11339,11337,11339,(N) Normal,08/12,31,15,1.0793333333
16393,11337 x 11339,11337,11339,(F) Fat,08/12,31,7,1.06
16394,11337 x 11339,11337,11339,(F) Fat,08/12,31,14,1.1257142857
11598,11337 x 11338,11337,11338,(N) Normal,05/12,18,24,1.24625
11599,11337 x 11338,11337,11338,(N) Normal,05/12,18,27,1.3155555556
11605,11337 x 11338,11337,11338,(F) Fat,05/12,18,23,1.2760869565
11606,11337 x 11338,11337,11338,(F) Fat,05/12,18,16,1.135
11584,11336 x 11337,11336,11337,(N) Normal,05/12,18,28,1.4110714286
11585,11336 x 11337,11336,11337,(N) Normal,05/12,18,29,1.14
11591,11336 x 11337,11336,11337,(F) Fat,05/12,18,22,1.0854545455
11592,11336 x 11337,11336,11337,(F) Fat,05/12,18,26,1.1480769231
11570,11335 x 11336,11335,11336,(N) Normal,05/12,18,28,1.2967857143
11571,11335 x 11336,11335,11336,(N) Normal,05/12,18,13,1.2692307692
11577,11335 x 11336,11335,11336,(F) Fat,05/12,18,8,0.83375
11578,11335 x 11336,11335,11336,(F) Fat,05/12,18,14,0.8321428571
16260,11335 x 11331,11335,11331,(N) Normal,08/12,31,6,1.3166666667
16261,11335 x 11331,11335,11331,(N) Normal,08/12,31,5,1.216
16268,11335 x 11331,11335,11331,(F) Fat,08/12,31,7,1.3814285714
16407,11334 x 11337,11334,11337,(F) Fat,08/12,31,10,1.32
16408,11334 x 11337,11334,11337,(F) Fat,08/12,31,11,1.26
11542,11333 x 11334,11333,11334,(N) Normal,05/12,18,15,0.8913333333
11543,11333 x 11334,11333,11334,(N) Normal,05/12,18,15,1.0133333333
11549,11333 x 11334,11333,11334,(F) Fat,05/12,18,15,0.942
11550,11333 x 11334,11333,11334,(F) Fat,05/12,18,15,1.0333333333
16246,11331 x 11386,11331,11386,(N) Normal,08/12,31,8,1.27
16247,11331 x 11386,11331,11386,(N) Normal,08/12,31,5,1.128
16253,11331 x 11386,11331,11386,(F) Fat,08/12,31,11,1.1654545455
16254,11331 x 11386,11331,11386,(F) Fat,08/12,31,10,1.154
16429,11330 x 11385,11330,11385,(N) Normal,08/12,31,6,1.33
16435,11330 x 11385,11330,11385,(F) Fat,08/12,31,10,1.149
16436,11330 x 11385,11330,11385,(F) Fat,08/12,31,4,1.385
11500,11330 x 11331,11330,11331,(N) Normal,05/12,18,15,1.1026666667
11501,11330 x 11331,11330,11331,(N) Normal,05/12,18,15,0.9606666667
11507,11330 x 11331,11330,11331,(F) Fat,05/12,18,15,1.0533333333
11508,11330 x 11331,11330,11331,(F) Fat,05/12,18,15,0.87
11486,11329 x 11330,11329,11330,(N) Normal,05/12,18,15,1.2213333333
11487,11329 x 11330,11329,11330,(N) Normal,05/12,18,15,1.264
11493,11329 x 11330,11329,11330,(F) Fat,05/12,18,15,0.774
11494,11329 x 11330,11329,11330,(F) Fat,05/12,18,30,1.3083333333
11444,11325 x 11326,11325,11326,(N) Normal,05/12,18,28,1.1178571429
11445,11325 x 11326,11325,11326,(N) Normal,05/12,18,28,1.3660714286
11447,11325 x 11326,11325,11326,(N) Normal,05/12,18,11,1.1454545455
11451,11325 x 11326,11325,11326,(F) Fat,05/12,18,26,1.0815384615
11452,11325 x 11326,11325,11326,(F) Fat,05/12,18,12,1.1583333333
11416,11322 x 11324,11322,11324,(N) Normal,05/12,18,15,1.068
11423,11322 x 11324,11322,11324,(F) Fat,05/12,18,15,1.2493333333
11424,11322 x 11324,11322,11324,(F) Fat,05/12,18,13,1.1284615385
11402,11321 x 11322,11321,11322,(N) Normal,05/12,18,14,1.3307142857
11403,11321 x 11322,11321,11322,(N) Normal,05/12,18,14,0.915
11409,11321 x 11322,11321,11322,(F) Fat,05/12,18,14,1.3035714286
11410,11321 x 11322,11321,11322,(F) Fat,05/12,18,12,1.28
16078,11321 x 11317,11321,11317,(N) Normal,08/12,30,15,1.134
16079,11321 x 11317,11321,11317,(N) Normal,08/12,30,15,1.042
16085,11321 x 11317,11321,11317,(F) Fat,08/12,30,8,1.1
16086,11321 x 11317,11321,11317,(F) Fat,08/12,30,11,1.1554545455
16008,11318 x 11326,11318,11326,(N) Normal,08/12,30,13,1.34
16009,11318 x 11326,11318,11326,(N) Normal,08/12,30,7,1.5685714286
16015,11318 x 11326,11318,11326,(F) Fat,08/12,30,14,1.5564285714
16016,11318 x 11326,11318,11326,(F) Fat,08/12,30,11,1.4936363636
11346,11318 x 11299,11318,11299,(N) Normal,05/12,17,9,1.4455555556
11347,11318 x 11299,11318,11299,(N) Normal,05/12,17,8,1.33875
11353,11318 x 11299,11318,11299,(F) Fat,05/12,17,14,1.1121428571
11354,11318 x 11299,11318,11299,(F) Fat,05/12,17,11,1.3863636364
11332,11317 x 11318,11317,11318,(N) Normal,05/12,17,9,1.0688888889
11333,11317 x 11318,11317,11318,(N) Normal,05/12,17,14,1.1085714286
11339,11317 x 11318,11317,11318,(F) Fat,05/12,17,12,1.1125
11340,11317 x 11318,11317,11318,(F) Fat,05/12,17,12,1.1425
15994,11316 x 11318,11316,11318,(N) Normal,08/12,30,15,1.2466666667
16106,11315 x 11311,11315,11311,(N) Normal,08/12,30,15,1.4786666667
16107,11315 x 11311,11315,11311,(N) Normal,08/12,30,11,1.4090909091
16113,11315 x 11311,11315,11311,(F) Fat,08/12,30,12,1.2541666667
16114,11315 x 11311,11315,11311,(F) Fat,08/12,30,15,1.4253333333
16120,11311 x 11309,11311,11309,(N) Normal,08/12,30,15,1.2113333333
16121,11311 x 11309,11311,11309,(N) Normal,08/12,30,4,1.0825
16127,11311 x 11309,11311,11309,(F) Fat,08/12,30,15,1.272
16128,11311 x 11309,11311,11309,(F) Fat,08/12,30,15,1.1926666667
15966,11310 x 11314,11310,11314,(N) Normal,08/12,30,9,1.2022222222
15967,11310 x 11314,11310,11314,(N) Normal,08/12,30,15,1.2373333333
15973,11310 x 11314,11310,11314,(F) Fat,08/12,30,3,1.29
15974,11310 x 11314,11310,11314,(F) Fat,08/12,30,8,1.36125
11262,11309 x 11310,11309,11310,(N) Normal,05/12,17,15,1.306
11263,11309 x 11310,11309,11310,(N) Normal,05/12,17,15,0.8013333333
11269,11309 x 11310,11309,11310,(F) Fat,05/12,17,15,1.096
16135,11309 x 11305,11309,11305,(N) Normal,08/12,30,15,1.0906666667
16141,11309 x 11305,11309,11305,(F) Fat,08/12,30,15,1.0666666667
16142,11309 x 11305,11309,11305,(F) Fat,08/12,30,15,1.0933333333
15952,11308 x 11310,11308,11310,(N) Normal,08/12,30,15,1.2353333333
15953,11308 x 11310,11308,11310,(N) Normal,08/12,30,13,1.1084615385
15959,11308 x 11310,11308,11310,(F) Fat,08/12,30,13,1.2307692308
15960,11308 x 11310,11308,11310,(F) Fat,08/12,30,15,1.2073333333
11234,11305 x 11308,11305,11308,(N) Normal,05/12,17,12,1.4533333333
11235,11305 x 11308,11305,11308,(N) Normal,05/12,17,10,1.435
11241,11305 x 11308,11305,11308,(F) Fat,05/12,17,15,1.3466666667
11242,11305 x 11308,11305,11308,(F) Fat,05/12,17,8,1.3125
16148,11305 x 11301,11305,11301,(N) Normal,08/12,30,15,1.1586666667
16149,11305 x 11301,11305,11301,(N) Normal,08/12,30,7,1.1128571429
16155,11305 x 11301,11305,11301,(F) Fat,08/12,30,12,1.2175
16156,11305 x 11301,11305,11301,(F) Fat,08/12,30,15,1.0746666667
11206,11303 x 11304,11303,11304,(N) Normal,05/12,17,14,0.8314285714
11207,11303 x 11304,11303,11304,(N) Normal,05/12,17,15,1.1413333333
11213,11303 x 11304,11303,11304,(F) Fat,05/12,17,15,0.8666666667
15924,11300 x 11303,11300,11303,(N) Normal,08/12,30,4,1.4175
15925,11300 x 11303,11300,11303,(N) Normal,08/12,30,12,1.4191666667
15931,11300 x 11303,11300,11303,(F) Fat,08/12,30,13,1.3261538462
15932,11300 x 11303,11300,11303,(F) Fat,08/12,30,8,1.22875
11178,11300 x 11301,11300,11301,(N) Normal,05/12,17,16,1.165
11179,11300 x 11301,11300,11301,(N) Normal,05/12,17,15,0.8633333333
11185,11300 x 11301,11300,11301,(F) Fat,05/12,17,15,0.9526666667
11186,11300 x 11301,11300,11301,(F) Fat,05/12,17,15,0.5413333333
11164,11299 x 11300,11299,11300,(N) Normal,05/12,17,15,1.0766666667
11165,11299 x 11300,11299,11300,(N) Normal,05/12,17,15,1.0293333333
11171,11299 x 11300,11299,11300,(F) Fat,05/12,17,15,0.9886666667
11172,11299 x 11300,11299,11300,(F) Fat,05/12,17,21,0.8738095238
16176,11299 x 11295,11299,11295,(N) Normal,08/12,30,15,1.1333333333
16177,11299 x 11295,11299,11295,(N) Normal,08/12,30,15,1.2273333333
16183,11299 x 11295,11299,11295,(F) Fat,08/12,30,15,1.1666666667
16184,11299 x 11295,11299,11295,(F) Fat,08/12,30,15,1.256
15910,11297 x 11300,11297,11300,(N) Normal,08/12,30,10,1.436
15911,11297 x 11300,11297,11300,(N) Normal,08/12,30,3,1.25
15915,11297 x 11300,11297,11300,(N) Normal,08/12,30,13,1.1415384615
15917,11297 x 11300,11297,11300,(F) Fat,08/12,30,4,1.46
15918,11297 x 11300,11297,11300,(F) Fat,08/12,30,5,1.356
16190,11295 x 11280,11295,11280,(N) Normal,08/12,30,8,1.31625
16197,11295 x 11280,11295,11280,(F) Fat,08/12,30,9,1.2
11122,11291 x 11295,11291,11295,(N) Normal,05/12,16,13,1.2176923077
11123,11291 x 11295,11291,11295,(N) Normal,05/12,16,14,1.1685714286
11129,11291 x 11295,11291,11295,(F) Fat,05/12,16,10,1.2
11130,11291 x 11295,11291,11295,(F) Fat,05/12,16,11,1.2827272727
11108,11290 x 11291,11290,11291,(N) Normal,05/12,16,27,1.1544444444
11109,11290 x 11291,11290,11291,(N) Normal,05/12,16,14,1.3485714286
11115,11290 x 11291,11290,11291,(F) Fat,05/12,16,27,1.0444444444
11116,11290 x 11291,11290,11291,(F) Fat,05/12,16,24,0.8983333333
11080,11287 x 11289,11287,11289,(N) Normal,05/12,16,15,0.962
11081,11287 x 11289,11287,11289,(N) Normal,05/12,16,15,1.1946666667
11087,11287 x 11289,11287,11289,(F) Fat,05/12,16,12,1.0475
11088,11287 x 11289,11287,11289,(F) Fat,05/12,16,16,0.978125
11066,11286 x 11287,11286,11287,(N) Normal,05/12,16,15,1.07
11067,11286 x 11287,11286,11287,(N) Normal,05/12,16,15,0.7733333333
11073,11286 x 11287,11286,11287,(F) Fat,05/12,16,15,0.986
11074,11286 x 11287,11286,11287,(F) Fat,05/12,16,15,0.62
15882,11286 x 11233,11286,11233,(N) Normal,08/12,29,6,1.295
15883,11286 x 11233,11286,11233,(N) Normal,08/12,29,12,1.2391666667
15889,11286 x 11233,11286,11233,(F) Fat,08/12,29,9,1.1866666667
15890,11286 x 11233,11286,11233,(F) Fat,08/12,29,7,1.0285714286
11052,11285 x 11286,11285,11286,(N) Normal,05/12,16,15,0.9273333333
11053,11285 x 11286,11285,11286,(N) Normal,05/12,16,15,0.784
11059,11285 x 11286,11285,11286,(F) Fat,05/12,16,15,0.98
11060,11285 x 11286,11285,11286,(F) Fat,05/12,16,15,0.8793333333
15868,11285 x 11234,11285,11234,(N) Normal,08/12,29,6,1.1683333333
15869,11285 x 11234,11285,11234,(N) Normal,08/12,29,3,1.16
15875,11285 x 11234,11285,11234,(F) Fat,08/12,29,3,1.5833333333
15854,11284 x 11235,11284,11235,(N) Normal,08/12,29,15,1.1013333333
15855,11284 x 11235,11284,11235,(N) Normal,08/12,29,7,1.1285714286
15861,11284 x 11235,11284,11235,(F) Fat,08/12,29,6,1.3733333333
15862,11284 x 11235,11284,11235,(F) Fat,08/12,29,15,1.1173333333
11038,11283 x 11284,11283,11284,(N) Normal,05/12,16,6,1.2116666667
11039,11283 x 11284,11283,11284,(N) Normal,05/12,16,15,0.9333333333
11045,11283 x 11284,11283,11284,(F) Fat,05/12,16,15,0.8166666667
15896,11280 x 11297,11280,11297,(N) Normal,08/12,30,7,1.25
15897,11280 x 11297,11280,11297,(N) Normal,08/12,30,14,1.3142857143
15903,11280 x 11297,11280,11297,(F) Fat,08/12,30,12,1.3233333333
15904,11280 x 11297,11280,11297,(F) Fat,08/12,30,9,1.3855555556
10996,11280 x 11281,11280,11281,(N) Normal,05/12,16,15,0.784
10997,11280 x 11281,11280,11281,(N) Normal,05/12,16,15,0.858
11003,11280 x 11281,11280,11281,(F) Fat,05/12,16,15,0.924
11004,11280 x 11281,11280,11281,(F) Fat,05/12,16,30,1.224
10982,11279 x 11280,11279,11280,(N) Normal,05/12,16,15,1.274
10989,11279 x 11280,11279,11280,(F) Fat,05/12,16,11,1.2
10926,11275 x 11277,11275,11277,(N) Normal,04/12,15,15,1.0506666667
10927,11275 x 11277,11275,11277,(N) Normal,04/12,15,7,1.3442857143
10933,11275 x 11277,11275,11277,(F) Fat,04/12,15,15,1.1153333333
10898,11273 x 11274,11273,11274,(N) Normal,04/12,15,15,0.668
10899,11273 x 11274,11273,11274,(N) Normal,04/12,15,15,0.7346666667
10905,11273 x 11274,11273,11274,(F) Fat,04/12,15,15,1.0326666667
10906,11273 x 11274,11273,11274,(F) Fat,04/12,15,15,0.8233333333
10884,11272 x 11273,11272,11273,(N) Normal,04/12,15,15,0.9666666667
10891,11272 x 11273,11272,11273,(F) Fat,04/12,15,15,0.9786666667
10828,11267 x 11268,11267,11268,(N) Normal,04/12,15,15,0.9313333333
10829,11267 x 11268,11267,11268,(N) Normal,04/12,15,15,0.884
10835,11267 x 11268,11267,11268,(F) Fat,04/12,15,15,0.852
10836,11267 x 11268,11267,11268,(F) Fat,04/12,15,24,0.8920833333
15840,11267 x 11241,11267,11241,(N) Normal,08/12,29,12,1.1958333333
