vial,cross,female line,male line,food,month crossed,cross number,plate,TG_concentration
14582,11050 x 11053,11050,11053,(N) Normal,07/12,26,39,0.6927997
14582,11050 x 11053,11050,11053,(N) Normal,07/12,26,39,1.0477538
8338,11050 x 11051,11050,11051,(N) Normal,02/12,4,3,0.1588375
8338,11050 x 11051,11050,11051,(N) Normal,02/12,4,3,0.2289586
8338,11050 x 11051,11050,11051,(N) Normal,02/12,4,3,0.2453353
8345,11050 x 11051,11050,11051,(F) Fat,02/12,4,2,0.0792147
8345,11050 x 11051,11050,11051,(F) Fat,02/12,4,2,0.1279453
8345,11050 x 11051,11050,11051,(F) Fat,02/12,4,2,0.1601955
8324,11049 x 11050,11049,11050,(N) Normal,02/12,4,3,0.1191195
8324,11049 x 11050,11049,11050,(N) Normal,02/12,4,3,0.2475005
8331,11049 x 11050,11049,11050,(F) Fat,02/12,4,3,0.1443782
8331,11049 x 11050,11049,11050,(F) Fat,02/12,4,3,0.1469708
8331,11049 x 11050,11049,11050,(F) Fat,02/12,4,3,0.1701694
8506,11048 x 11052,11048,11052,(N) Normal,02/12,5,4,0.2317286
8513,11048 x 11052,11048,11052,(F) Fat,02/12,5,7,0.514753
8513,11048 x 11052,11048,11052,(F) Fat,02/12,5,7,0.970045
8492,11047 x 11048,11047,11048,(N) Normal,02/12,5,4,0.1855337
8492,11047 x 11048,11047,11048,(N) Normal,02/12,5,4,0.2057054
8492,11047 x 11048,11047,11048,(N) Normal,02/12,5,4,0.2472679
8499,11047 x 11048,11047,11048,(F) Fat,02/12,5,4,0.1628729
8499,11047 x 11048,11047,11048,(F) Fat,02/12,5,4,0.1888376
8499,11047 x 11048,11047,11048,(F) Fat,02/12,5,4,0.2760365
8310,11046 x 11049,11046,11049,(N) Normal,02/12,4,2,0.1461256
8310,11046 x 11049,11046,11049,(N) Normal,02/12,4,2,0.2501187
8310,11046 x 11049,11046,11049,(N) Normal,02/12,4,2,0.4941378
8317,11046 x 11049,11046,11049,(F) Fat,02/12,4,2,0.131761
8317,11046 x 11049,11046,11049,(F) Fat,02/12,4,2,0.1503631
8478,11045 x 11047,11045,11047,(N) Normal,02/12,5,4,0.2628283
8478,11045 x 11047,11045,11047,(N) Normal,02/12,5,4,0.3628276
8485,11045 x 11047,11045,11047,(F) Fat,02/12,5,4,0.1664937
8485,11045 x 11047,11045,11047,(F) Fat,02/12,5,4,0.2205745
8485,11045 x 11047,11045,11047,(F) Fat,02/12,5,4,0.2473234
14554,11044 x 11050,11044,11050,(N) Normal,07/12,26,47,0.5840201
14554,11044 x 11050,11044,11050,(N) Normal,07/12,26,47,0.6930499
14554,11044 x 11050,11044,11050,(N) Normal,07/12,26,47,0.8244448
14561,11044 x 11050,11044,11050,(F) Fat,07/12,26,46,0.6587581
14561,11044 x 11050,11044,11050,(F) Fat,07/12,26,45,0.6818697
14561,11044 x 11050,11044,11050,(F) Fat,07/12,26,44,0.6018941
8296,11044 x 11046,11044,11046,(N) Normal,02/12,4,2,0.0439488
8296,11044 x 11046,11044,11046,(N) Normal,02/12,4,2,0.0469689
8296,11044 x 11046,11044,11046,(N) Normal,02/12,4,2,0.0843909
8303,11044 x 11046,11044,11046,(F) Fat,02/12,4,3,0.2733892
8303,11044 x 11046,11044,11046,(F) Fat,02/12,4,3,0.3112242
8464,11044 x 11035,11044,11035,(N) Normal,02/12,5,4,0.2449478
8464,11044 x 11035,11044,11035,(N) Normal,02/12,5,4,0.2589816
8464,11044 x 11035,11044,11035,(N) Normal,02/12,5,4,0.3058646
8471,11044 x 11035,11044,11035,(F) Fat,02/12,5,4,0.3421898
14540,11043 x 11046,11043,11046,(N) Normal,07/12,26,47,0.7315891
14540,11043 x 11046,11043,11046,(N) Normal,07/12,26,43,0.838362
14540,11043 x 11046,11043,11046,(N) Normal,07/12,26,42,0.8530086
14547,11043 x 11046,11043,11046,(F) Fat,07/12,26,46,0.6015067
14547,11043 x 11046,11043,11046,(F) Fat,07/12,26,45,0.7030984
14547,11043 x 11046,11043,11046,(F) Fat,07/12,26,42,0.7626023
8282,11043 x 11044,11043,11044,(N) Normal,02/12,4,2,0.024725
8282,11043 x 11044,11043,11044,(N) Normal,02/12,4,2,0.0293833
8282,11043 x 11044,11043,11044,(N) Normal,02/12,4,2,0.0384894
8289,11043 x 11044,11043,11044,(F) Fat,02/12,4,2,0.0714509
8289,11043 x 11044,11043,11044,(F) Fat,02/12,4,2,0.1179938
8289,11043 x 11044,11043,11044,(F) Fat,02/12,4,2,0.3016203
8268,11042 x 11043,11042,11043,(N) Normal,02/12,4,2,0.1486715
8275,11042 x 11043,11042,11043,(F) Fat,02/12,4,2,0.1512872
8275,11042 x 11043,11042,11043,(F) Fat,02/12,4,2,0.166612
8275,11042 x 11043,11042,11043,(F) Fat,02/12,4,2,0.2570142
8254,11041 x 11042,11041,11042,(N) Normal,02/12,4,3,0.159643
8254,11041 x 11042,11041,11042,(N) Normal,02/12,4,3,0.166949
8254,11041 x 11042,11041,11042,(N) Normal,02/12,4,3,1.0624224
8261,11041 x 11042,11041,11042,(F) Fat,02/12,4,2,0.1237678
8261,11041 x 11042,11041,11042,(F) Fat,02/12,4,2,0.1742559
8261,11041 x 11042,11041,11042,(F) Fat,02/12,4,2,0.2173523
8450,11040 x 11045,11040,11045,(N) Normal,02/12,5,4,0.2295628
8457,11040 x 11045,11040,11045,(F) Fat,02/12,5,4,0.2214347
14512,11040 x 11044,11040,11044,(N) Normal,07/12,26,39,0.5756873
14512,11040 x 11044,11040,11044,(N) Normal,07/12,26,39,0.7490691
14519,11040 x 11044,11040,11044,(F) Fat,07/12,26,47,0.9757999
14519,11040 x 11044,11040,11044,(F) Fat,07/12,26,44,0.6986082
14519,11040 x 11044,11040,11044,(F) Fat,07/12,26,43,0.6970916
8240,11039 x 11041,11039,11041,(N) Normal,02/12,4,2,0.1288493
8240,11039 x 11041,11039,11041,(N) Normal,02/12,4,2,0.2368551
8240,11039 x 11041,11039,11041,(N) Normal,02/12,4,2,0.3640136
8247,11039 x 11041,11039,11041,(F) Fat,02/12,4,2,0.0998425
8247,11039 x 11041,11039,11041,(F) Fat,02/12,4,2,0.2609016
8226,11038 x 11039,11038,11039,(N) Normal,02/12,4,2,0.1683027
8226,11038 x 11039,11038,11039,(N) Normal,02/12,4,2,0.1928748
8226,11038 x 11039,11038,11039,(N) Normal,02/12,4,2,0.6133347
8233,11038 x 11039,11038,11039,(F) Fat,02/12,4,2,0.228428
8233,11038 x 11039,11038,11039,(F) Fat,02/12,4,2,0.2624122
8212,11037 x 11038,11037,11038,(N) Normal,02/12,4,3,0.1734214
8212,11037 x 11038,11037,11038,(N) Normal,02/12,4,3,0.284034
8219,11037 x 11038,11037,11038,(F) Fat,02/12,4,3,0.18147
8219,11037 x 11038,11037,11038,(F) Fat,02/12,4,3,0.2142861
8198,11036 x 11037,11036,11037,(N) Normal,02/12,4,1,0.2178564
8198,11036 x 11037,11036,11037,(N) Normal,02/12,4,1,0.2235254
8198,11036 x 11037,11036,11037,(N) Normal,02/12,4,1,0.2791868
8205,11036 x 11037,11036,11037,(F) Fat,02/12,4,2,0.1531532
8205,11036 x 11037,11036,11037,(F) Fat,02/12,4,2,0.1761346
8205,11036 x 11037,11036,11037,(F) Fat,02/12,4,2,0.2711839
14498,11035 x 11042,11035,11042,(N) Normal,07/12,26,40,0.4488286
14498,11035 x 11042,11035,11042,(N) Normal,07/12,26,40,0.4604275
14498,11035 x 11042,11035,11042,(N) Normal,07/12,26,40,0.5742752
14505,11035 x 11042,11035,11042,(F) Fat,07/12,26,45,0.5623312
14505,11035 x 11042,11035,11042,(F) Fat,07/12,26,44,0.7067751
14505,11035 x 11042,11035,11042,(F) Fat,07/12,26,43,0.7246441
8184,11035 x 11036,11035,11036,(N) Normal,02/12,4,1,0.2007895
8184,11035 x 11036,11035,11036,(N) Normal,02/12,4,1,0.2245836
8184,11035 x 11036,11035,11036,(N) Normal,02/12,4,1,0.4167805
8189,11035 x 11036,11035,11036,(F) Fat,02/12,4,1,0.3412077
8191,11035 x 11036,11035,11036,(F) Fat,02/12,4,1,0.2521903
14484,11034 x 11040,11034,11040,(N) Normal,07/12,26,47,0.490403
14484,11034 x 11040,11034,11040,(N) Normal,07/12,26,43,0.7068341
14484,11034 x 11040,11034,11040,(N) Normal,07/12,26,42,0.8105469
14491,11034 x 11040,11034,11040,(F) Fat,07/12,26,39,0.7505634
14491,11034 x 11040,11034,11040,(F) Fat,07/12,26,39,1.0321843
14491,11034 x 11040,11034,11040,(F) Fat,07/12,26,39,1.2591092
8436,11034 x 11028,11034,11028,(N) Normal,02/12,5,4,0.2779548
8443,11034 x 11028,11034,11028,(F) Fat,02/12,5,4,0.4267199
8443,11034 x 11028,11034,11028,(F) Fat,02/12,5,4,0.4688215
8156,11034 x 11011,11034,11011,(N) Normal,02/12,4,3,0.226272
8100,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,0.009812
8100,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,0.1684831
8100,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,0.2439122
8107,11033 x 11034,11033,11034,(F) Fat,02/12,3,1,0.1746875
8107,11033 x 11034,11033,11034,(F) Fat,02/12,3,1,0.2645167
8107,11033 x 11034,11033,11034,(F) Fat,02/12,3,1,0.5484988
8086,11032 x 11033,11032,11033,(N) Normal,02/12,3,4,0.1822553
8086,11032 x 11033,11032,11033,(N) Normal,02/12,3,4,0.3582806
8093,11032 x 11033,11032,11033,(F) Fat,02/12,3,4,0.18344
8093,11032 x 11033,11032,11033,(F) Fat,02/12,3,4,0.3325041
8093,11032 x 11033,11032,11033,(F) Fat,02/12,3,4,0.3520414
8072,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,0.2698806
8072,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,0.2781748
8072,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,0.327012
8079,11031 x 11032,11031,11032,(F) Fat,02/12,3,4,0.3641169
8079,11031 x 11032,11031,11032,(F) Fat,02/12,3,4,0.4359928
8079,11031 x 11032,11031,11032,(F) Fat,02/12,3,4,0.5174385
8170,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,0.1535812
8170,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,0.2693142
8177,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,0.2674052
8177,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,0.3499302
14470,11027 x 11035,11027,11035,(N) Normal,07/12,26,39,0.7059546
14470,11027 x 11035,11027,11035,(N) Normal,07/12,26,39,1.0034647
8058,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,0.1052967
8058,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,0.2528017
8065,11027 x 11030,11027,11030,(F) Fat,02/12,3,4,0.2948642
8065,11027 x 11030,11027,11030,(F) Fat,02/12,3,4,0.4074989
8065,11027 x 11030,11027,11030,(F) Fat,02/12,3,4,0.4493462
8044,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,0.1946298
8044,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,0.1964501
8044,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,0.2934162
8051,11025 x 11027,11025,11027,(F) Fat,02/12,3,4,0.3130101
8051,11025 x 11027,11025,11027,(F) Fat,02/12,3,4,0.4528822
8030,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,0.4410939
8030,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,0.6343201
8016,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,0.209998
8016,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,0.2759073
8016,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,0.2957416
8023,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,0.5402013
8023,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,0.6988134
8023,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,0.7138151
19762,11020 x 11013,11020,11013,(N) Normal,1/13,50,86,0.42937028
19776,11020 x 11013,11020,11013,(N) Normal,1/13,50,86,0.71764161
19916,11019 x 11012,11019,11012,(N) Normal,1/13,50,84,2.09824937
19916,11019 x 11012,11019,11012,(N) Normal,1/13,50,84,2.20593716
19916,11019 x 11012,11019,11012,(N) Normal,1/13,50,84,2.98429782
19923,11019 x 11012,11019,11012,(F) Fat,1/13,50,84,2.1571896
19923,11019 x 11012,11019,11012,(F) Fat,1/13,50,84,2.18112601
19923,11019 x 11012,11019,11012,(F) Fat,1/13,50,84,2.18929475
19790,11018 x 11019,11018,11019,(N) Normal,1/13,50,86,0.83243175
19790,11018 x 11019,11018,11019,(N) Normal,1/13,50,86,0.92359296
19790,11018 x 11019,11018,11019,(N) Normal,1/13,50,86,1.28359924
19797,11018 x 11019,11018,11019,(F) Fat,1/13,50,86,0.80089801
19846,11018 x 11019,11018,11019,(N) Normal,1/13,50,85,0.94440015
19846,11018 x 11019,11018,11019,(N) Normal,1/13,50,84,1.74020638
19853,11018 x 11019,11018,11019,(F) Fat,1/13,50,84,0.57160039
19853,11018 x 11019,11018,11019,(F) Fat,1/13,50,84,0.72660004
19958,11017 x 11018,11017,11018,(N) Normal,1/13,50,84,2.0314326
19972,11017 x 11018,11017,11018,(N) Normal,1/13,50,84,1.54393474
19979,11017 x 11018,11017,11018,(F) Fat,1/13,50,84,1.65982845
19993,11017 x 11018,11017,11018,(F) Fat,1/13,50,84,2.47018547
19909,11015 x 11016,11015,11016,(F) Fat,1/13,50,84,2.66946617
19860,11014 x 11015,11014,11015,(N) Normal,1/13,50,84,0.92880205
19860,11014 x 11015,11014,11015,(N) Normal,1/13,50,84,1.30388706
19867,11014 x 11015,11014,11015,(F) Fat,1/13,50,84,1.08626422
19867,11014 x 11015,11014,11015,(F) Fat,1/13,50,84,1.84026045
19867,11014 x 11015,11014,11015,(F) Fat,1/13,50,84,2.1747611
19734,11013 x 11021,11013,11021,(N) Normal,1/13,50,87,0.71165075
19734,11013 x 11021,11013,11021,(N) Normal,1/13,50,86,0.92090905
19734,11013 x 11021,11013,11021,(N) Normal,1/13,50,85,1.16524803
19734,11013 x 11021,11013,11021,(N) Normal,1/13,50,85,1.58185594
19741,11013 x 11021,11013,11021,(F) Fat,1/13,50,87,1.14856027
19741,11013 x 11021,11013,11021,(F) Fat,1/13,50,87,1.27707921
19741,11013 x 11021,11013,11021,(F) Fat,1/13,50,86,1.1424071
19741,11013 x 11021,11013,11021,(F) Fat,1/13,50,85,0.82966694
19888,11013 x 11014,11013,11014,(N) Normal,1/13,50,84,1.21993378
19888,11013 x 11014,11013,11014,(N) Normal,1/13,50,84,1.24706799
19888,11013 x 11014,11013,11014,(N) Normal,1/13,50,84,1.52528524
19895,11013 x 11014,11013,11014,(F) Fat,1/13,50,84,1.17080403
19895,11013 x 11014,11013,11014,(F) Fat,1/13,50,84,1.22164751
19895,11013 x 11014,11013,11014,(F) Fat,1/13,50,84,2.26454901
19804,11012 x 11013,11012,11013,(N) Normal,1/13,50,86,0.73180939
19804,11012 x 11013,11012,11013,(N) Normal,1/13,50,86,0.83144421
19804,11012 x 11013,11012,11013,(N) Normal,1/13,50,86,0.88054189
19804,11012 x 11013,11012,11013,(N) Normal,1/13,50,86,1.16401862
19811,11012 x 11013,11012,11013,(F) Fat,1/13,50,86,0.72472909
19811,11012 x 11013,11012,11013,(F) Fat,1/13,50,86,0.73996022
19811,11012 x 11013,11012,11013,(F) Fat,1/13,50,86,0.7716471
19811,11012 x 11013,11012,11013,(F) Fat,1/13,50,86,0.92005394
14428,11011 x 11023,11011,11023,(N) Normal,07/12,26,47,0.7033106
14428,11011 x 11023,11011,11023,(N) Normal,07/12,26,46,0.8844692
14435,11011 x 11023,11011,11023,(F) Fat,07/12,26,40,1.2191324
8002,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,0.0168531
8002,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,0.1048213
8002,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,0.3404274
8009,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,0.0559015
8009,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,0.0593475
8009,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,0.1516191
19944,11010 x 11020,11010,11020,(N) Normal,1/12,50,84,1.48390515
19944,11010 x 11020,11010,11020,(N) Normal,1/12,50,84,1.68047781
19944,11010 x 11020,11010,11020,(N) Normal,1/12,50,84,1.94420207
19951,11010 x 11020,11010,11020,(F) Fat,1/12,50,84,2.01324903
19951,11010 x 11020,11010,11020,(F) Fat,1/12,50,84,2.11344471
19818,11010 x 11008,11010,11008,(N) Normal,1/12,50,87,1.16119931
19818,11010 x 11008,11010,11008,(N) Normal,1/12,50,85,0.92668115
19818,11010 x 11008,11010,11008,(N) Normal,1/12,50,85,1.24389147
19818,11010 x 11008,11010,11008,(N) Normal,1/12,50,85,1.53363824
19825,11010 x 11008,11010,11008,(F) Fat,1/12,50,87,0.93161723
19825,11010 x 11008,11010,11008,(F) Fat,1/12,50,85,0.76238476
19825,11010 x 11008,11010,11008,(F) Fat,1/12,50,85,1.16774951
19839,11010 x 11008,11010,11008,(F) Fat,1/12,50,85,1.24249165
19839,11010 x 11008,11010,11008,(F) Fat,1/12,50,84,1.61853959
19622,11010 x 11002,11010,11002,(N) Normal,12/11,49,85,1.09211488
19622,11010 x 11002,11010,11002,(N) Normal,12/11,49,85,1.12827121
19622,11010 x 11002,11010,11002,(N) Normal,12/11,49,85,1.20392506
19622,11010 x 11002,11010,11002,(N) Normal,12/11,49,85,1.236672
19622,11010 x 11002,11010,11002,(N) Normal,12/11,49,85,1.67550908
19629,11010 x 11002,11010,11002,(F) Fat,12/11,49,85,0.63026021
19629,11010 x 11002,11010,11002,(F) Fat,12/11,49,85,1.27694162
19629,11010 x 11002,11010,11002,(F) Fat,12/11,49,85,1.54747129
19629,11010 x 11002,11010,11002,(F) Fat,12/11,49,85,1.88458828
19650,11008 x 11009,11008,11009,(N) Normal,12/11,49,87,1.19203059
19650,11008 x 11009,11008,11009,(N) Normal,12/11,49,87,1.37831502
19650,11008 x 11009,11008,11009,(N) Normal,12/11,49,87,1.51102113
19650,11008 x 11009,11008,11009,(N) Normal,12/11,49,87,1.79373313
19650,11008 x 11009,11008,11009,(N) Normal,12/11,49,86,1.69345711
19657,11008 x 11009,11008,11009,(F) Fat,12/11,49,87,0.96324701
19657,11008 x 11009,11008,11009,(F) Fat,12/11,49,87,1.1744849
19657,11008 x 11009,11008,11009,(F) Fat,12/11,49,87,1.17756226
19657,11008 x 11009,11008,11009,(F) Fat,12/11,49,87,1.29187761
19657,11008 x 11009,11008,11009,(F) Fat,12/11,49,87,1.43571046
19692,11006 x 11007,11006,11007,(N) Normal,12/11,49,87,0.8758568
19692,11006 x 11007,11006,11007,(N) Normal,12/11,49,87,0.92533245
19699,11006 x 11007,11006,11007,(F) Fat,12/11,49,87,1.18863174
19699,11006 x 11007,11006,11007,(F) Fat,12/11,49,87,1.29842068
19706,11006 x 11007,11006,11007,(N) Normal,12/11,49,85,1.36035876
19713,11006 x 11007,11006,11007,(F) Fat,12/11,49,87,0.87263671
19713,11006 x 11007,11006,11007,(F) Fat,12/11,49,87,1.01198661
19664,11005 x 11006,11005,11006,(N) Normal,12/11,49,87,1.26770419
19664,11005 x 11006,11005,11006,(N) Normal,12/11,49,87,1.28629467
19664,11005 x 11006,11005,11006,(N) Normal,12/11,49,87,1.3719589
19669,11005 x 11006,11005,11006,(F) Fat,12/11,49,87,1.31361817
19671,11005 x 11006,11005,11006,(F) Fat,12/11,49,87,0.89982174
19671,11005 x 11006,11005,11006,(F) Fat,12/11,49,87,1.00364967
19671,11005 x 11006,11005,11006,(F) Fat,12/11,49,87,1.02565886
19671,11005 x 11006,11005,11006,(F) Fat,12/11,49,87,1.11871909
19671,11005 x 11006,11005,11006,(F) Fat,12/11,49,87,1.96082527
19727,11005 x 11006,11005,11006,(F) Fat,12/11,49,87,0.77873494
19727,11005 x 11006,11005,11006,(F) Fat,12/11,49,86,0.7178649
19678,11003 x 11005,11003,11005,(N) Normal,12/11,49,87,1.09652252
19678,11003 x 11005,11003,11005,(N) Normal,12/11,49,87,1.20618571
19678,11003 x 11005,11003,11005,(N) Normal,12/11,49,87,1.2545787
19678,11003 x 11005,11003,11005,(N) Normal,12/11,49,87,1.31508153
19678,11003 x 11005,11003,11005,(N) Normal,12/11,49,85,1.18393048
19685,11003 x 11005,11003,11005,(F) Fat,12/11,49,87,0.89959517
19685,11003 x 11005,11003,11005,(F) Fat,12/11,49,87,1.08918233
19685,11003 x 11005,11003,11005,(F) Fat,12/11,49,87,1.18681186
19685,11003 x 11005,11003,11005,(F) Fat,12/11,49,87,1.47917496
19636,11002 x 11003,11002,11003,(N) Normal,12/11,49,85,0.90160532
19636,11002 x 11003,11002,11003,(N) Normal,12/11,49,85,1.01058827
19636,11002 x 11003,11002,11003,(N) Normal,12/11,49,85,1.09636417
19636,11002 x 11003,11002,11003,(N) Normal,12/11,49,85,1.25148136
19643,11002 x 11003,11002,11003,(F) Fat,12/11,49,87,1.38256931
19643,11002 x 11003,11002,11003,(F) Fat,12/11,49,85,0.74494208
19643,11002 x 11003,11002,11003,(F) Fat,12/11,49,85,0.87440831
19643,11002 x 11003,11002,11003,(F) Fat,12/11,49,85,1.88360432
