vial,cross,female line,male line,food,month crossed,cross number,plate,TG_concentration
16640,11405 x 11411,11405,11411,(N) Normal,08/12,32,59,0.6688687
16642,11405 x 11411,11405,11411,(N) Normal,08/12,32,58,0.5966937
16647,11405 x 11411,11405,11411,(F) Fat,08/12,32,59,0.7247873
16647,11405 x 11411,11405,11411,(F) Fat,08/12,32,59,0.9134496
12398,11404 x 11405,11404,11405,(N) Normal,06/12,20,63,0.4181214
12398,11404 x 11405,11404,11405,(N) Normal,06/12,20,63,0.6802359
12405,11404 x 11405,11404,11405,(F) Fat,06/12,20,54,0.4796064
12405,11404 x 11405,11404,11405,(F) Fat,06/12,20,52,0.4921485
12384,11403 x 11404,11403,11404,(N) Normal,06/12,20,42,1.2429131
12385,11403 x 11404,11403,11404,(N) Normal,06/12,20,48,0.7813707
12370,11402 x 11403,11402,11403,(N) Normal,06/12,20,46,0.994622
12370,11402 x 11403,11402,11403,(N) Normal,06/12,20,45,1.161607
12370,11402 x 11403,11402,11403,(N) Normal,06/12,20,42,1.077891
16528,11398 x 11452,11398,11452,(N) Normal,08/12,32,57,0.6193158
16528,11398 x 11452,11398,11452,(N) Normal,08/12,32,56,0.5153351
16528,11398 x 11452,11398,11452,(N) Normal,08/12,32,54,0.7068015
16535,11398 x 11452,11398,11452,(F) Fat,08/12,32,56,0.7927533
16535,11398 x 11452,11398,11452,(F) Fat,08/12,32,55,0.6595998
16535,11398 x 11452,11398,11452,(F) Fat,08/12,32,55,0.7160605
16654,11397 x 11405,11397,11405,(N) Normal,08/12,32,60,0.7320741
16661,11397 x 11405,11397,11405,(F) Fat,08/12,32,59,0.5932581
16661,11397 x 11405,11397,11405,(F) Fat,08/12,32,59,0.6503182
16661,11397 x 11405,11397,11405,(F) Fat,08/12,32,58,0.670851
16500,11395 x 12004,11395,12004,(N) Normal,08/12,32,56,0.5447594
16500,11395 x 12004,11395,12004,(N) Normal,08/12,32,56,0.5604787
16500,11395 x 12004,11395,12004,(N) Normal,08/12,32,56,0.799418
16507,11395 x 12004,11395,12004,(F) Fat,08/12,32,60,0.6434286
16507,11395 x 12004,11395,12004,(F) Fat,08/12,32,58,0.9631414
12300,11395 x 11396,11395,11396,(N) Normal,06/12,20,47,0.6410157
12300,11395 x 11396,11395,11396,(N) Normal,06/12,20,46,0.5936762
12300,11395 x 11396,11395,11396,(N) Normal,06/12,20,44,1.0793357
12307,11395 x 11396,11395,11396,(F) Fat,06/12,20,22,0.3843077
12307,11395 x 11396,11395,11396,(F) Fat,06/12,20,21,0.4173365
12307,11395 x 11396,11395,11396,(F) Fat,06/12,20,21,0.4253326
12272,11392 x 11393,11392,11393,(N) Normal,06/12,20,26,0.5352537
12272,11392 x 11393,11392,11393,(N) Normal,06/12,20,25,0.2442301
12272,11392 x 11393,11392,11393,(N) Normal,06/12,20,25,0.4662228
12279,11392 x 11393,11392,11393,(F) Fat,06/12,20,49,0.4051188
12279,11392 x 11393,11392,11393,(F) Fat,06/12,20,48,0.2166349
12258,11391 x 11392,11391,11392,(N) Normal,06/12,20,64,0.388085
12258,11391 x 11392,11391,11392,(N) Normal,06/12,20,64,0.4429285
12216,11387 x 11388,11387,11388,(N) Normal,06/12,20,47,0.5421772
12216,11387 x 11388,11387,11388,(N) Normal,06/12,20,43,0.4465082
12216,11387 x 11388,11387,11388,(N) Normal,06/12,20,43,0.5559806
12221,11387 x 11388,11387,11388,(F) Fat,06/12,20,51,0.7578949
12221,11387 x 11388,11387,11388,(F) Fat,06/12,20,49,0.5447947
12221,11387 x 11388,11387,11388,(F) Fat,06/12,20,48,0.4911723
12223,11387 x 11388,11387,11388,(F) Fat,06/12,20,45,1.0518029
12223,11387 x 11388,11387,11388,(F) Fat,06/12,20,44,0.797851
12223,11387 x 11388,11387,11388,(F) Fat,06/12,20,42,0.732187
12224,11387 x 11388,11387,11388,(F) Fat,06/12,20,21,0.3717374
16416,11385 x 11334,11385,11334,(N) Normal,08/12,31,63,0.2373446
16423,11385 x 11334,11385,11334,(F) Fat,08/12,31,46,0.6421592
16423,11385 x 11334,11385,11334,(F) Fat,08/12,31,44,0.5603298
16423,11385 x 11334,11385,11334,(F) Fat,08/12,31,42,0.8486336
12188,11384 x 11385,11384,11385,(N) Normal,06/12,20,62,0.579594
12195,11384 x 11385,11384,11385,(F) Fat,06/12,20,53,0.4186518
12195,11384 x 11385,11384,11385,(F) Fat,06/12,20,53,0.514371
12198,11384 x 11385,11384,11385,(F) Fat,06/12,20,63,0.4946772
12160,11381 x 11383,11381,11383,(N) Normal,06/12,20,64,0.9246019
12153,11380 x 11381,11380,11381,(F) Fat,06/12,20,48,0.8660529
16220,11374 x 11330,11374,11330,(N) Normal,08/12,31,33,0.5368329
16220,11374 x 11330,11374,11330,(N) Normal,08/12,31,33,1.0758538
16220,11374 x 11330,11374,11330,(N) Normal,08/12,31,32,0.9683868
16222,11374 x 11330,11374,11330,(N) Normal,08/12,31,33,0.6232192
16227,11374 x 11330,11374,11330,(F) Fat,08/12,31,34,0.5723049
16227,11374 x 11330,11374,11330,(F) Fat,08/12,31,32,0.5515437
16038,11371 x 12035,11371,12035,(N) Normal,08/12,30,34,0.5427546
16038,11371 x 12035,11371,12035,(N) Normal,08/12,30,32,0.4007417
16038,11371 x 12035,11371,12035,(N) Normal,08/12,30,32,0.4651706
16045,11371 x 12035,11371,12035,(F) Fat,08/12,30,34,0.3959842
16045,11371 x 12035,11371,12035,(F) Fat,08/12,30,34,0.4094943
16045,11371 x 12035,11371,12035,(F) Fat,08/12,30,34,0.5060616
12020,11371 x 11372,11371,11372,(N) Normal,05/12,19,20,0.9049296
12020,11371 x 11372,11371,11372,(N) Normal,05/12,19,19,0.8951748
12006,11370 x 11371,11370,11371,(N) Normal,05/12,19,26,0.4399323
12006,11370 x 11371,11370,11371,(N) Normal,05/12,19,21,0.4150176
12006,11370 x 11371,11370,11371,(N) Normal,05/12,19,21,0.525176
12013,11370 x 11371,11370,11371,(F) Fat,05/12,19,23,0.7705666
12013,11370 x 11371,11370,11371,(F) Fat,05/12,19,22,0.4663064
12013,11370 x 11371,11370,11371,(F) Fat,05/12,19,21,0.4215187
11978,11367 x 11369,11367,11369,(N) Normal,05/12,19,21,0.3447175
11978,11367 x 11369,11367,11369,(N) Normal,05/12,19,21,0.5257924
11978,11367 x 11369,11367,11369,(N) Normal,05/12,19,21,0.5751483
11985,11367 x 11369,11367,11369,(F) Fat,05/12,19,19,0.9195632
16332,11365 x 11372,11365,11372,(N) Normal,08/12,31,58,0.3383888
16332,11365 x 11372,11365,11372,(N) Normal,08/12,31,58,0.3827044
16332,11365 x 11372,11365,11372,(N) Normal,08/12,31,32,0.4680155
16339,11365 x 11372,11365,11372,(F) Fat,08/12,31,34,0.7890456
16304,11364 x 11344,11364,11344,(N) Normal,08/12,31,33,0.7565487
16311,11364 x 11344,11364,11344,(F) Fat,08/12,31,34,0.6306752
16311,11364 x 11344,11364,11344,(F) Fat,08/12,31,34,0.7169056
11915,11362 x 11363,11362,11363,(F) Fat,05/12,19,23,0.4912531
11915,11362 x 11363,11362,11363,(F) Fat,05/12,19,21,0.3574737
11895,11361 x 11362,11361,11362,(N) Normal,05/12,19,19,1.7728449
11880,11360 x 11361,11360,11361,(N) Normal,05/12,19,36,0.5234836
11880,11360 x 11361,11360,11361,(N) Normal,05/12,19,36,0.5601176
11880,11360 x 11361,11360,11361,(N) Normal,05/12,19,35,0.7579892
11887,11360 x 11361,11360,11361,(F) Fat,05/12,19,36,0.4500661
11887,11360 x 11361,11360,11361,(F) Fat,05/12,19,36,0.5222288
11887,11360 x 11361,11360,11361,(F) Fat,05/12,19,35,0.3318373
16066,11360 x 11321,11360,11321,(N) Normal,08/12,30,40,0.844683
16066,11360 x 11321,11360,11321,(N) Normal,08/12,30,40,0.9795902
16066,11360 x 11321,11360,11321,(N) Normal,08/12,30,39,0.9314106
16073,11360 x 11321,11360,11321,(F) Fat,08/12,30,34,0.742158
16073,11360 x 11321,11360,11321,(F) Fat,08/12,30,33,0.5409856
16073,11360 x 11321,11360,11321,(F) Fat,08/12,30,32,0.6163029
11866,11359 x 11360,11359,11360,(N) Normal,05/12,19,28,1.2224498
11866,11359 x 11360,11359,11360,(N) Normal,05/12,19,27,0.6168772
11866,11359 x 11360,11359,11360,(N) Normal,05/12,19,27,0.6646319
11866,11359 x 11360,11359,11360,(N) Normal,05/12,19,27,0.8024543
11873,11359 x 11360,11359,11360,(F) Fat,05/12,19,29,0.6751867
11873,11359 x 11360,11359,11360,(F) Fat,05/12,19,28,0.9188275
11873,11359 x 11360,11359,11360,(F) Fat,05/12,19,27,0.8133707
11796,11350 x 11351,11350,11351,(N) Normal,05/12,19,21,0.2777478
11803,11350 x 11351,11350,11351,(F) Fat,05/12,19,28,1.2681732
16288,11344 x 11341,11344,11341,(N) Normal,08/12,31,40,0.980033
16290,11344 x 11341,11344,11341,(N) Normal,08/12,31,60,0.2780423
16290,11344 x 11341,11344,11341,(N) Normal,08/12,31,41,0.389747
16297,11344 x 11341,11344,11341,(F) Fat,08/12,31,59,0.537636
16297,11344 x 11341,11344,11341,(F) Fat,08/12,31,58,0.508777
16297,11344 x 11341,11344,11341,(F) Fat,08/12,31,38,0.8213793
16360,11342 x 11347,11342,11347,(N) Normal,08/12,31,33,0.6321923
16360,11342 x 11347,11342,11347,(N) Normal,08/12,31,32,0.4955615
16360,11342 x 11347,11342,11347,(N) Normal,08/12,31,32,0.5932208
16367,11342 x 11347,11342,11347,(F) Fat,08/12,31,46,0.5595624
16367,11342 x 11347,11342,11347,(F) Fat,08/12,31,43,1.1722518
16367,11342 x 11347,11342,11347,(F) Fat,08/12,31,42,1.0799253
11678,11341 x 11342,11341,11342,(F) Fat,05/12,19,25,0.3215306
11656,11341 x 11320,11341,11320,(N) Normal,05/12,18,20,0.8346442
11656,11341 x 11320,11341,11320,(N) Normal,05/12,18,19,0.7308247
11663,11341 x 11320,11341,11320,(F) Fat,05/12,18,23,0.4253562
11663,11341 x 11320,11341,11320,(F) Fat,05/12,18,19,0.3877697
11663,11341 x 11320,11341,11320,(F) Fat,05/12,18,19,0.7856803
16374,11339 x 11342,11339,11342,(N) Normal,08/12,31,44,0.7320602
16374,11339 x 11342,11339,11342,(N) Normal,08/12,31,44,1.0022419
16374,11339 x 11342,11339,11342,(N) Normal,08/12,31,42,0.4262466
16381,11339 x 11342,11339,11342,(F) Fat,08/12,31,46,0.6710405
16381,11339 x 11342,11339,11342,(F) Fat,08/12,31,44,0.568556
16381,11339 x 11342,11339,11342,(F) Fat,08/12,31,43,0.7061766
11628,11339 x 11340,11339,11340,(N) Normal,05/12,18,50,0.7356924
11628,11339 x 11340,11339,11340,(N) Normal,05/12,18,49,0.5387927
11628,11339 x 11340,11339,11340,(N) Normal,05/12,18,48,0.9990328
11628,11339 x 11340,11339,11340,(N) Normal,05/12,18,25,0.351001
11628,11339 x 11340,11339,11340,(N) Normal,05/12,18,25,0.3931114
11635,11339 x 11340,11339,11340,(F) Fat,05/12,18,26,0.3479041
11635,11339 x 11340,11339,11340,(F) Fat,05/12,18,25,0.3165701
11635,11339 x 11340,11339,11340,(F) Fat,05/12,18,25,0.3182961
11635,11339 x 11340,11339,11340,(F) Fat,05/12,18,22,0.5123577
11635,11339 x 11340,11339,11340,(F) Fat,05/12,18,20,0.6938402
11635,11339 x 11340,11339,11340,(F) Fat,05/12,18,19,0.9091418
11614,11338 x 11339,11338,11339,(N) Normal,05/12,18,19,0.4474274
11614,11338 x 11339,11338,11339,(N) Normal,05/12,18,19,0.6617292
11621,11338 x 11339,11338,11339,(F) Fat,05/12,18,26,0.1693324
11621,11338 x 11339,11338,11339,(F) Fat,05/12,18,26,0.2529447
11621,11338 x 11339,11338,11339,(F) Fat,05/12,18,26,0.2559139
16276,11338 x 11335,11338,11335,(N) Normal,08/12,31,60,0.3253982
16276,11338 x 11335,11338,11335,(N) Normal,08/12,31,59,0.6665674
16283,11338 x 11335,11338,11335,(F) Fat,08/12,31,32,0.5338636
16283,11338 x 11335,11338,11335,(F) Fat,08/12,31,32,0.6538505
16388,11337 x 11339,11337,11339,(N) Normal,08/12,31,47,0.6433094
16388,11337 x 11339,11337,11339,(N) Normal,08/12,31,42,0.6240815
16388,11337 x 11339,11337,11339,(N) Normal,08/12,31,42,0.7200234
16395,11337 x 11339,11337,11339,(F) Fat,08/12,31,46,0.8610883
16395,11337 x 11339,11337,11339,(F) Fat,08/12,31,46,1.1538852
16395,11337 x 11339,11337,11339,(F) Fat,08/12,31,45,0.7285722
11600,11337 x 11338,11337,11338,(N) Normal,05/12,18,24,0.6422554
11600,11337 x 11338,11337,11338,(N) Normal,05/12,18,23,0.4344691
11600,11337 x 11338,11337,11338,(N) Normal,05/12,18,22,0.5278407
11600,11337 x 11338,11337,11338,(N) Normal,05/12,18,19,0.7060873
11600,11337 x 11338,11337,11338,(N) Normal,05/12,18,19,1.077156
11607,11337 x 11338,11337,11338,(F) Fat,05/12,18,23,0.4740927
11607,11337 x 11338,11337,11338,(F) Fat,05/12,18,20,0.7462227
11607,11337 x 11338,11337,11338,(F) Fat,05/12,18,19,0.683441
11608,11337 x 11338,11337,11338,(F) Fat,05/12,18,55,0.6187252
11611,11337 x 11338,11337,11338,(F) Fat,05/12,18,24,0.3982574
11611,11337 x 11338,11337,11338,(F) Fat,05/12,18,20,0.5295875
11611,11337 x 11338,11337,11338,(F) Fat,05/12,18,20,0.6160494
11586,11336 x 11337,11336,11337,(N) Normal,05/12,18,50,0.5168159
11586,11336 x 11337,11336,11337,(N) Normal,05/12,18,49,0.5000647
11586,11336 x 11337,11336,11337,(N) Normal,05/12,18,49,0.5040991
11586,11336 x 11337,11336,11337,(N) Normal,05/12,18,27,1.2453852
11593,11336 x 11337,11336,11337,(F) Fat,05/12,18,51,0.7112951
11593,11336 x 11337,11336,11337,(F) Fat,05/12,18,50,0.9060545
11593,11336 x 11337,11336,11337,(F) Fat,05/12,18,49,0.574222
11593,11336 x 11337,11336,11337,(F) Fat,05/12,18,29,1.6245284
11593,11336 x 11337,11336,11337,(F) Fat,05/12,18,29,1.6544907
11593,11336 x 11337,11336,11337,(F) Fat,05/12,18,29,1.6546582
11572,11335 x 11336,11335,11336,(N) Normal,05/12,18,26,0.4508725
11572,11335 x 11336,11335,11336,(N) Normal,05/12,18,26,0.4884968
11572,11335 x 11336,11335,11336,(N) Normal,05/12,18,26,0.6382211
11572,11335 x 11336,11335,11336,(N) Normal,05/12,18,20,0.5647459
11572,11335 x 11336,11335,11336,(N) Normal,05/12,18,19,0.8680641
11579,11335 x 11336,11335,11336,(F) Fat,05/12,18,29,1.1548315
11579,11335 x 11336,11335,11336,(F) Fat,05/12,18,28,0.6974568
11579,11335 x 11336,11335,11336,(F) Fat,05/12,18,28,0.7833344
11579,11335 x 11336,11335,11336,(F) Fat,05/12,18,28,0.9530133
11579,11335 x 11336,11335,11336,(F) Fat,05/12,18,28,1.1738906
16262,11335 x 11331,11335,11331,(N) Normal,08/12,31,33,0.4658779
16262,11335 x 11331,11335,11331,(N) Normal,08/12,31,32,0.5419472
16262,11335 x 11331,11335,11331,(N) Normal,08/12,31,32,1.0813849
16269,11335 x 11331,11335,11331,(F) Fat,08/12,31,34,0.4158797
16269,11335 x 11331,11335,11331,(F) Fat,08/12,31,34,0.5750275
16269,11335 x 11331,11335,11331,(F) Fat,08/12,31,32,0.4377403
16402,11334 x 11337,11334,11337,(N) Normal,08/12,31,44,0.7214207
16402,11334 x 11337,11334,11337,(N) Normal,08/12,31,43,0.9247188
16405,11334 x 11337,11334,11337,(N) Normal,08/12,31,63,0.333317
16409,11334 x 11337,11334,11337,(F) Fat,08/12,31,47,0.7920258
16409,11334 x 11337,11334,11337,(F) Fat,08/12,31,44,0.8053986
16409,11334 x 11337,11334,11337,(F) Fat,08/12,31,42,0.9649884
11557,11334 x 11335,11334,11335,(N) Normal,05/12,18,48,0.4676294
11544,11333 x 11334,11333,11334,(N) Normal,05/12,18,22,0.3944402
11544,11333 x 11334,11333,11334,(N) Normal,05/12,18,20,0.4685434
11544,11333 x 11334,11333,11334,(N) Normal,05/12,18,20,0.9953549
11549,11333 x 11334,11333,11334,(F) Fat,05/12,18,20,0.5736108
11551,11333 x 11334,11333,11334,(F) Fat,05/12,18,49,0.5321741
11551,11333 x 11334,11333,11334,(F) Fat,05/12,18,48,0.5206853
11551,11333 x 11334,11333,11334,(F) Fat,05/12,18,24,0.476834
11551,11333 x 11334,11333,11334,(F) Fat,05/12,18,20,1.3207936
11551,11333 x 11334,11333,11334,(F) Fat,05/12,18,19,0.9109938
16248,11331 x 11386,11331,11386,(N) Normal,08/12,31,47,0.7230108
16248,11331 x 11386,11331,11386,(N) Normal,08/12,31,43,0.6389907
16255,11331 x 11386,11331,11386,(F) Fat,08/12,31,47,0.5012252
16255,11331 x 11386,11331,11386,(F) Fat,08/12,31,45,0.8484718
16255,11331 x 11386,11331,11386,(F) Fat,08/12,31,43,0.6444239
16430,11330 x 11385,11330,11385,(N) Normal,08/12,31,33,0.4942822
16430,11330 x 11385,11330,11385,(N) Normal,08/12,31,33,1.0922466
11502,11330 x 11331,11330,11331,(N) Normal,05/12,18,51,1.1664814
11502,11330 x 11331,11330,11331,(N) Normal,05/12,18,49,0.4297478
11502,11330 x 11331,11330,11331,(N) Normal,05/12,18,48,0.9628233
11502,11330 x 11331,11330,11331,(N) Normal,05/12,18,29,0.8053611
11502,11330 x 11331,11330,11331,(N) Normal,05/12,18,28,0.6298617
11502,11330 x 11331,11330,11331,(N) Normal,05/12,18,27,0.6669808
11502,11330 x 11331,11330,11331,(N) Normal,05/12,18,27,0.7219534
11509,11330 x 11331,11330,11331,(F) Fat,05/12,18,29,0.5475392
11509,11330 x 11331,11330,11331,(F) Fat,05/12,18,29,1.1953206
11509,11330 x 11331,11330,11331,(F) Fat,05/12,18,28,0.6182239
11488,11329 x 11330,11329,11330,(N) Normal,05/12,18,65,0.3422934
11488,11329 x 11330,11329,11330,(N) Normal,05/12,18,62,0.4680131
11488,11329 x 11330,11329,11330,(N) Normal,05/12,18,25,0.4256298
11495,11329 x 11330,11329,11330,(F) Fat,05/12,18,27,0.994706
11446,11325 x 11326,11325,11326,(N) Normal,05/12,18,20,0.6358519
11446,11325 x 11326,11325,11326,(N) Normal,05/12,18,20,0.7733168
11446,11325 x 11326,11325,11326,(N) Normal,05/12,18,19,0.6389691
11453,11325 x 11326,11325,11326,(F) Fat,05/12,18,49,0.6769665
11453,11325 x 11326,11325,11326,(F) Fat,05/12,18,49,0.7683044
11418,11322 x 11324,11322,11324,(N) Normal,05/12,18,29,1.034769
11422,11322 x 11324,11322,11324,(N) Normal,05/12,18,21,0.5265254
11404,11321 x 11322,11321,11322,(N) Normal,05/12,18,25,0.6450349
11411,11321 x 11322,11321,11322,(F) Fat,05/12,18,29,1.7110782
11411,11321 x 11322,11321,11322,(F) Fat,05/12,18,28,1.1533955
16080,11321 x 11317,11321,11317,(N) Normal,08/12,30,34,0.5142026
16080,11321 x 11317,11321,11317,(N) Normal,08/12,30,33,0.5912104
16080,11321 x 11317,11321,11317,(N) Normal,08/12,30,32,0.5684626
16087,11321 x 11317,11321,11317,(F) Fat,08/12,30,33,0.695082
16087,11321 x 11317,11321,11317,(F) Fat,08/12,30,32,0.4644629
16087,11321 x 11317,11321,11317,(F) Fat,08/12,30,32,0.9392866
16472,11321 x 11317,11321,11317,(N) Normal,08/12,31,34,0.6569812
16472,11321 x 11317,11321,11317,(N) Normal,08/12,31,32,0.4818278
16010,11318 x 11326,11318,11326,(N) Normal,08/12,30,40,0.4774014
16010,11318 x 11326,11318,11326,(N) Normal,08/12,30,40,0.8059356
16010,11318 x 11326,11318,11326,(N) Normal,08/12,30,40,1.0568315
16010,11318 x 11326,11318,11326,(N) Normal,08/12,30,39,0.3691768
16010,11318 x 11326,11318,11326,(N) Normal,08/12,30,39,0.5046282
16010,11318 x 11326,11318,11326,(N) Normal,08/12,30,39,0.735899
16017,11318 x 11326,11318,11326,(F) Fat,08/12,30,33,0.5215766
16017,11318 x 11326,11318,11326,(F) Fat,08/12,30,32,0.4608475
16017,11318 x 11326,11318,11326,(F) Fat,08/12,30,32,1.1519745
11348,11318 x 11299,11318,11299,(N) Normal,05/12,17,18,0.2617813
11348,11318 x 11299,11318,11299,(N) Normal,05/12,17,18,0.4216136
11348,11318 x 11299,11318,11299,(N) Normal,05/12,17,17,0.3682828
11355,11318 x 11299,11318,11299,(F) Fat,05/12,17,18,0.3676646
11355,11318 x 11299,11318,11299,(F) Fat,05/12,17,17,0.283478
11334,11317 x 11318,11317,11318,(N) Normal,05/12,17,22,0.1978476
11334,11317 x 11318,11317,11318,(N) Normal,05/12,17,22,0.4255748
11334,11317 x 11318,11317,11318,(N) Normal,05/12,17,22,0.4620118
11341,11317 x 11318,11317,11318,(F) Fat,05/12,17,23,0.2534917
11341,11317 x 11318,11317,11318,(F) Fat,05/12,17,23,0.3359275
11341,11317 x 11318,11317,11318,(F) Fat,05/12,17,22,0.2956582
15996,11316 x 11318,11316,11318,(N) Normal,08/12,30,34,1.0566677
15996,11316 x 11318,11316,11318,(N) Normal,08/12,30,33,0.5721142
15996,11316 x 11318,11316,11318,(N) Normal,08/12,30,33,0.650303
16003,11316 x 11318,11316,11318,(F) Fat,08/12,30,32,0.5570881
16003,11316 x 11318,11316,11318,(F) Fat,08/12,30,32,0.557333
16003,11316 x 11318,11316,11318,(F) Fat,08/12,30,32,0.570889
16108,11315 x 11311,11315,11311,(N) Normal,08/12,30,33,0.9648729
16108,11315 x 11311,11315,11311,(N) Normal,08/12,30,32,0.6756947
16122,11311 x 11309,11311,11309,(N) Normal,08/12,30,40,0.6269221
16122,11311 x 11309,11311,11309,(N) Normal,08/12,30,39,0.4593765
16122,11311 x 11309,11311,11309,(N) Normal,08/12,30,39,0.5133535
16129,11311 x 11309,11311,11309,(F) Fat,08/12,30,40,0.3774018
16129,11311 x 11309,11311,11309,(F) Fat,08/12,30,40,0.6579439
16129,11311 x 11309,11311,11309,(F) Fat,08/12,30,33,0.80197
15968,11310 x 11314,11310,11314,(N) Normal,08/12,30,34,0.7291671
15968,11310 x 11314,11310,11314,(N) Normal,08/12,30,34,0.7930375
15968,11310 x 11314,11310,11314,(N) Normal,08/12,30,33,0.7228326
15975,11310 x 11314,11310,11314,(F) Fat,08/12,30,34,0.6109133
15975,11310 x 11314,11310,11314,(F) Fat,08/12,30,34,0.6832318
15975,11310 x 11314,11310,11314,(F) Fat,08/12,30,32,0.6395038
11264,11309 x 11310,11309,11310,(N) Normal,05/12,17,18,0.5717667
11264,11309 x 11310,11309,11310,(N) Normal,05/12,17,17,0.4838289
11264,11309 x 11310,11309,11310,(N) Normal,05/12,17,17,0.5290958
11271,11309 x 11310,11309,11310,(F) Fat,05/12,17,20,1.196474
11271,11309 x 11310,11309,11310,(F) Fat,05/12,17,18,0.3117727
11271,11309 x 11310,11309,11310,(F) Fat,05/12,17,17,0.4007983
16136,11309 x 11305,11309,11305,(N) Normal,08/12,30,32,0.6261927
16136,11309 x 11305,11309,11305,(N) Normal,08/12,30,32,0.6511383
16136,11309 x 11305,11309,11305,(N) Normal,08/12,30,30,0.4683765
16143,11309 x 11305,11309,11305,(F) Fat,08/12,30,33,0.5103357
16143,11309 x 11305,11309,11305,(F) Fat,08/12,30,33,0.6798531
16143,11309 x 11305,11309,11305,(F) Fat,08/12,30,32,0.6144698
16146,11309 x 11305,11309,11305,(F) Fat,08/12,30,47,0.5124963
16146,11309 x 11305,11309,11305,(F) Fat,08/12,30,42,0.828098
15952,11308 x 11310,11308,11310,(N) Normal,08/12,30,40,0.651351
15954,11308 x 11310,11308,11310,(N) Normal,08/12,30,34,0.3491541
15954,11308 x 11310,11308,11310,(N) Normal,08/12,30,33,0.6554799
15954,11308 x 11310,11308,11310,(N) Normal,08/12,30,32,0.7295677
15961,11308 x 11310,11308,11310,(F) Fat,08/12,30,34,0.7900399
15961,11308 x 11310,11308,11310,(F) Fat,08/12,30,33,0.7001508
15961,11308 x 11310,11308,11310,(F) Fat,08/12,30,33,0.7808715
11236,11305 x 11308,11305,11308,(N) Normal,05/12,17,18,0.3088473
11236,11305 x 11308,11305,11308,(N) Normal,05/12,17,18,0.3562199
11236,11305 x 11308,11305,11308,(N) Normal,05/12,17,17,0.233212
11243,11305 x 11308,11305,11308,(F) Fat,05/12,17,17,0.300632
11243,11305 x 11308,11305,11308,(F) Fat,05/12,17,17,0.3986393
11243,11305 x 11308,11305,11308,(F) Fat,05/12,17,17,0.4182663
16150,11305 x 11301,11305,11301,(N) Normal,08/12,30,33,0.4298943
16150,11305 x 11301,11305,11301,(N) Normal,08/12,30,32,0.3412118
16150,11305 x 11301,11305,11301,(N) Normal,08/12,30,32,0.4259448
16157,11305 x 11301,11305,11301,(F) Fat,08/12,30,34,0.2800521
16157,11305 x 11301,11305,11301,(F) Fat,08/12,30,33,0.2155767
16157,11305 x 11301,11305,11301,(F) Fat,08/12,30,33,0.5379226
16159,11305 x 11301,11305,11301,(F) Fat,08/12,30,76,0.4656118
11208,11303 x 11304,11303,11304,(N) Normal,05/12,17,20,0.618926
11208,11303 x 11304,11303,11304,(N) Normal,05/12,17,19,0.402717
11215,11303 x 11304,11303,11304,(F) Fat,05/12,17,19,1.327204
11215,11303 x 11304,11303,11304,(F) Fat,05/12,17,18,0.3748922
15926,11300 x 11303,11300,11303,(N) Normal,08/12,30,34,0.5184932
15933,11300 x 11303,11300,11303,(F) Fat,08/12,30,40,0.6114663
11180,11300 x 11301,11300,11301,(N) Normal,05/12,17,24,0.5337503
11180,11300 x 11301,11300,11301,(N) Normal,05/12,17,23,0.5048584
11180,11300 x 11301,11300,11301,(N) Normal,05/12,17,22,0.3679938
11187,11300 x 11301,11300,11301,(F) Fat,05/12,17,18,0.3485114
11187,11300 x 11301,11300,11301,(F) Fat,05/12,17,18,0.3748646
11187,11300 x 11301,11300,11301,(F) Fat,05/12,17,17,0.5414111
11166,11299 x 11300,11299,11300,(N) Normal,05/12,17,24,0.3498538
11166,11299 x 11300,11299,11300,(N) Normal,05/12,17,24,0.7044313
11166,11299 x 11300,11299,11300,(N) Normal,05/12,17,22,0.3734789
11173,11299 x 11300,11299,11300,(F) Fat,05/12,17,24,0.7113978
11173,11299 x 11300,11299,11300,(F) Fat,05/12,17,23,0.3129436
11173,11299 x 11300,11299,11300,(F) Fat,05/12,17,23,0.5625965
11175,11299 x 11300,11299,11300,(F) Fat,05/12,17,23,0.8189428
16178,11299 x 11295,11299,11295,(N) Normal,08/12,30,34,0.4942531
16178,11299 x 11295,11299,11295,(N) Normal,08/12,30,33,0.5665024
16178,11299 x 11295,11299,11295,(N) Normal,08/12,30,32,0.840171
16185,11299 x 11295,11299,11295,(F) Fat,08/12,30,34,0.8969164
16185,11299 x 11295,11299,11295,(F) Fat,08/12,30,32,0.8045296
15912,11297 x 11300,11297,11300,(N) Normal,08/12,30,33,0.3708002
15912,11297 x 11300,11297,11300,(N) Normal,08/12,30,33,0.4128306
15919,11297 x 11300,11297,11300,(F) Fat,08/12,30,40,0.7072936
15919,11297 x 11300,11297,11300,(F) Fat,08/12,30,40,0.9924269
16192,11295 x 11280,11295,11280,(N) Normal,08/12,30,33,0.6690658
16192,11295 x 11280,11295,11280,(N) Normal,08/12,30,32,0.874119
16199,11295 x 11280,11295,11280,(F) Fat,08/12,30,34,0.9972758
16199,11295 x 11280,11295,11280,(F) Fat,08/12,30,32,0.7843125
11124,11291 x 11295,11291,11295,(N) Normal,05/12,16,28,1.0864243
11124,11291 x 11295,11291,11295,(N) Normal,05/12,16,28,1.1651329
11124,11291 x 11295,11291,11295,(N) Normal,05/12,16,27,0.6997455
