vial,cross type,female line,male line,food type,month crossed,cross number,plate,y
11341,11317 X 11318,11317,11318,(F) Fat,12-May,17,23,0.2534917
11341,11317 X 11318,11317,11318,(F) Fat,12-May,17,22,0.2956582
11341,11317 X 11318,11317,11318,(F) Fat,12-May,17,23,0.3359275
11348,11318 X 11299,11318,11299,(N) Normal,12-May,17,18,0.2617813
11348,11318 X 11299,11318,11299,(N) Normal,12-May,17,17,0.3682828
11348,11318 X 11299,11318,11299,(N) Normal,12-May,17,18,0.4216136
11355,11318 X 11299,11318,11299,(F) Fat,12-May,17,17,0.283478
11355,11318 X 11299,11318,11299,(F) Fat,12-May,17,18,0.3676646
16010,11318 X 11326,11318,11326,(N) Normal,12-Aug,30,39,0.3691768
16010,11318 X 11326,11318,11326,(N) Normal,12-Aug,30,40,0.4774014
16010,11318 X 11326,11318,11326,(N) Normal,12-Aug,30,39,0.5046282
16010,11318 X 11326,11318,11326,(N) Normal,12-Aug,30,39,0.735899
16010,11318 X 11326,11318,11326,(N) Normal,12-Aug,30,40,0.8059356
16010,11318 X 11326,11318,11326,(N) Normal,12-Aug,30,40,1.0568315
16017,11318 X 11326,11318,11326,(F) Fat,12-Aug,30,32,0.4608475
16017,11318 X 11326,11318,11326,(F) Fat,12-Aug,30,33,0.5215766
16017,11318 X 11326,11318,11326,(F) Fat,12-Aug,30,32,1.1519745
16080,11321 X 11317,11321,11317,(N) Normal,12-Aug,30,34,0.5142026
16080,11321 X 11317,11321,11317,(N) Normal,12-Aug,30,32,0.5684626
16080,11321 X 11317,11321,11317,(N) Normal,12-Aug,30,33,0.5912104
16087,11321 X 11317,11321,11317,(F) Fat,12-Aug,30,32,0.4644629
16087,11321 X 11317,11321,11317,(F) Fat,12-Aug,30,33,0.695082
16087,11321 X 11317,11321,11317,(F) Fat,12-Aug,30,32,0.9392866
16472,11321 X 11317,11321,11317,(N) Normal,12-Aug,31,32,0.4818278
16472,11321 X 11317,11321,11317,(N) Normal,12-Aug,31,34,0.6569812
11404,11321 X 11322,11321,11322,(N) Normal,12-May,18,25,0.6450349
11411,11321 X 11322,11321,11322,(F) Fat,12-May,18,28,1.1533955
11411,11321 X 11322,11321,11322,(F) Fat,12-May,18,29,1.7110782
11422,11322 X 11324,11322,11324,(N) Normal,12-May,18,21,0.5265254
11418,11322 X 11324,11322,11324,(N) Normal,12-May,18,29,1.034769
11432,11324 X 11325,11324,11325,(N) Normal,12-May,18,49,0.3414415
11432,11324 X 11325,11324,11325,(N) Normal,12-May,18,48,0.4568481
11432,11324 X 11325,11324,11325,(N) Normal,12-May,18,49,0.5900095
11432,11324 X 11325,11324,11325,(N) Normal,12-May,18,27,1.0531784
11432,11324 X 11325,11324,11325,(N) Normal,12-May,18,27,1.1892197
11432,11324 X 11325,11324,11325,(N) Normal,12-May,18,29,1.5823347
11439,11324 X 11325,11324,11325,(F) Fat,12-May,18,50,0.5187715
11439,11324 X 11325,11324,11325,(F) Fat,12-May,18,48,0.7258179
11439,11324 X 11325,11324,11325,(F) Fat,12-May,18,50,0.7309026
11439,11324 X 11325,11324,11325,(F) Fat,12-May,18,51,0.7972903
11439,11324 X 11325,11324,11325,(F) Fat,12-May,18,50,0.8311656
11439,11324 X 11325,11324,11325,(F) Fat,12-May,18,49,0.8449744
11446,11325 X 11326,11325,11326,(N) Normal,12-May,18,20,0.6358519
11446,11325 X 11326,11325,11326,(N) Normal,12-May,18,19,0.6389691
11446,11325 X 11326,11325,11326,(N) Normal,12-May,18,20,0.7733168
11453,11325 X 11326,11325,11326,(F) Fat,12-May,18,49,0.6769665
11453,11325 X 11326,11325,11326,(F) Fat,12-May,18,49,0.7683044
16024,11326 X 11371,11326,11371,(N) Normal,12-Aug,30,39,0.5338832
16024,11326 X 11371,11326,11371,(N) Normal,12-Aug,30,39,1.0008016
16024,11326 X 11371,11326,11371,(N) Normal,12-Aug,30,40,1.0533606
16031,11326 X 11371,11326,11371,(F) Fat,12-Aug,30,33,0.5226094
16031,11326 X 11371,11326,11371,(F) Fat,12-Aug,30,34,0.8448701
11474,11327 X 11329,11327,11329,(N) Normal,12-May,18,25,0.3522505
11474,11327 X 11329,11327,11329,(N) Normal,12-May,18,25,0.4552996
11474,11327 X 11329,11327,11329,(N) Normal,12-May,18,26,0.463994
11474,11327 X 11329,11327,11329,(N) Normal,12-May,18,49,0.5652798
11474,11327 X 11329,11327,11329,(N) Normal,12-May,18,50,0.6143809
11474,11327 X 11329,11327,11329,(N) Normal,12-May,18,51,0.6393822
11481,11327 X 11329,11327,11329,(F) Fat,12-May,18,50,0.5776033
11481,11327 X 11329,11327,11329,(F) Fat,12-May,18,50,0.7774974
11481,11327 X 11329,11327,11329,(F) Fat,12-May,18,19,0.8843655
11481,11327 X 11329,11327,11329,(F) Fat,12-May,18,20,0.9101014
11481,11327 X 11329,11327,11329,(F) Fat,12-May,18,19,0.975581
11481,11327 X 11329,11327,11329,(F) Fat,12-May,18,51,1.0627661
