vial,cross type,female line,male line,food type,month crossed,cross number,plate,y
16395,11337 X 11339,11337,11339,(F) Fat,12-Aug,31,46,1.1538852
16276,11338 X 11335,11338,11335,(N) Normal,12-Aug,31,60,0.3253982
16276,11338 X 11335,11338,11335,(N) Normal,12-Aug,31,59,0.6665674
16283,11338 X 11335,11338,11335,(F) Fat,12-Aug,31,32,0.5338636
16283,11338 X 11335,11338,11335,(F) Fat,12-Aug,31,32,0.6538505
11614,11338 X 11339,11338,11339,(N) Normal,12-May,18,19,0.4474274
11614,11338 X 11339,11338,11339,(N) Normal,12-May,18,19,0.6617292
11621,11338 X 11339,11338,11339,(F) Fat,12-May,18,26,0.1693324
11621,11338 X 11339,11338,11339,(F) Fat,12-May,18,26,0.2529447
11621,11338 X 11339,11338,11339,(F) Fat,12-May,18,26,0.2559139
11628,11339 X 11340,11339,11340,(N) Normal,12-May,18,25,0.351001
11628,11339 X 11340,11339,11340,(N) Normal,12-May,18,25,0.3931114
11628,11339 X 11340,11339,11340,(N) Normal,12-May,18,49,0.5387927
11628,11339 X 11340,11339,11340,(N) Normal,12-May,18,50,0.7356924
11628,11339 X 11340,11339,11340,(N) Normal,12-May,18,48,0.9990328
11635,11339 X 11340,11339,11340,(F) Fat,12-May,18,25,0.3165701
11635,11339 X 11340,11339,11340,(F) Fat,12-May,18,25,0.3182961
11635,11339 X 11340,11339,11340,(F) Fat,12-May,18,26,0.3479041
11635,11339 X 11340,11339,11340,(F) Fat,12-May,18,22,0.5123577
11635,11339 X 11340,11339,11340,(F) Fat,12-May,18,20,0.6938402
11635,11339 X 11340,11339,11340,(F) Fat,12-May,18,19,0.9091418
16374,11339 X 11342,11339,11342,(N) Normal,12-Aug,31,42,0.4262466
16374,11339 X 11342,11339,11342,(N) Normal,12-Aug,31,44,0.7320602
16374,11339 X 11342,11339,11342,(N) Normal,12-Aug,31,44,1.0022419
16381,11339 X 11342,11339,11342,(F) Fat,12-Aug,31,44,0.568556
16381,11339 X 11342,11339,11342,(F) Fat,12-Aug,31,46,0.6710405
16381,11339 X 11342,11339,11342,(F) Fat,12-Aug,31,43,0.7061766
11648,11340 X 11341,11340,11341,(F) Fat,12-May,18,25,0.4779277
11642,11340 X 11341,11340,11341,(N) Normal,12-May,18,19,0.7697249
11642,11340 X 11341,11340,11341,(N) Normal,12-May,18,22,0.8843513
11649,11340 X 11341,11340,11341,(F) Fat,12-May,18,25,0.9907952
11656,11341 X 11320,11341,11320,(N) Normal,12-May,18,19,0.7308247
11656,11341 X 11320,11341,11320,(N) Normal,12-May,18,20,0.8346442
11663,11341 X 11320,11341,11320,(F) Fat,12-May,18,19,0.3877697
11663,11341 X 11320,11341,11320,(F) Fat,12-May,18,23,0.4253562
11663,11341 X 11320,11341,11320,(F) Fat,12-May,18,19,0.7856803
11678,11341 X 11342,11341,11342,(F) Fat,12-May,19,25,0.3215306
11684,11342 X 11343,11342,11343,(N) Normal,12-May,19,23,0.5051917
11684,11342 X 11343,11342,11343,(N) Normal,12-May,19,23,0.594963
11691,11342 X 11343,11342,11343,(F) Fat,12-May,19,24,0.5933671
11691,11342 X 11343,11342,11343,(F) Fat,12-May,19,22,0.653229
11691,11342 X 11343,11342,11343,(F) Fat,12-May,19,22,0.7328222
16360,11342 X 11347,11342,11347,(N) Normal,12-Aug,31,32,0.4955615
16360,11342 X 11347,11342,11347,(N) Normal,12-Aug,31,32,0.5932208
16360,11342 X 11347,11342,11347,(N) Normal,12-Aug,31,33,0.6321923
16367,11342 X 11347,11342,11347,(F) Fat,12-Aug,31,46,0.5595624
16367,11342 X 11347,11342,11347,(F) Fat,12-Aug,31,42,1.0799253
16367,11342 X 11347,11342,11347,(F) Fat,12-Aug,31,43,1.1722518
16288,11344 X 11341,11344,11341,(N) Normal,12-Aug,31,40,0.980033
16290,11344 X 11341,11344,11341,(N) Normal,12-Aug,31,60,0.2780423
16290,11344 X 11341,11344,11341,(N) Normal,12-Aug,31,41,0.389747
16297,11344 X 11341,11344,11341,(F) Fat,12-Aug,31,58,0.508777
16297,11344 X 11341,11344,11341,(F) Fat,12-Aug,31,59,0.537636
16297,11344 X 11341,11344,11341,(F) Fat,12-Aug,31,38,0.8213793
11712,11344 X 11345,11344,11345,(N) Normal,12-May,19,22,0.6967668
11712,11344 X 11345,11344,11345,(N) Normal,12-May,19,22,0.7794401
11768,11348 X 11349,11348,11349,(N) Normal,12-May,19,27,0.6394349
11768,11348 X 11349,11348,11349,(N) Normal,12-May,19,28,1.1099588
11768,11348 X 11349,11348,11349,(N) Normal,12-May,19,29,1.2001667
11775,11348 X 11349,11348,11349,(F) Fat,12-May,19,21,0.3472354
11775,11348 X 11349,11348,11349,(F) Fat,12-May,19,23,0.5552812
11782,11349 X 11350,11349,11350,(N) Normal,12-May,19,35,0.5143016
11782,11349 X 11350,11349,11350,(N) Normal,12-May,19,35,0.9429839
11782,11349 X 11350,11349,11350,(N) Normal,12-May,19,36,0.9868908
11789,11349 X 11350,11349,11350,(F) Fat,12-May,19,27,0.7912275
11789,11349 X 11350,11349,11350,(F) Fat,12-May,19,28,1.1948227
11789,11349 X 11350,11349,11350,(F) Fat,12-May,19,29,1.3792354
11796,11350 X 11351,11350,11351,(N) Normal,12-May,19,21,0.2777478
11803,11350 X 11351,11350,11351,(F) Fat,12-May,19,28,1.2681732
11819,11351 X 11352,11351,11352,(F) Fat,12-May,19,24,0.5029236
11810,11351 X 11352,11351,11352,(N) Normal,12-May,19,28,0.7612073
11810,11351 X 11352,11351,11352,(N) Normal,12-May,19,27,0.820015
11810,11351 X 11352,11351,11352,(N) Normal,12-May,19,27,0.8524697
11817,11351 X 11352,11351,11352,(F) Fat,12-May,19,23,0.3720099
11817,11351 X 11352,11351,11352,(F) Fat,12-May,19,24,0.6653323
11824,11352 X 11355,11352,11355,(N) Normal,12-May,19,23,0.4174601
11824,11352 X 11355,11352,11355,(N) Normal,12-May,19,23,0.534242
11824,11352 X 11355,11352,11355,(N) Normal,12-May,19,22,0.5540368
11831,11352 X 11355,11352,11355,(F) Fat,12-May,19,27,0.6071036
11831,11352 X 11355,11352,11355,(F) Fat,12-May,19,29,0.6926436
11831,11352 X 11355,11352,11355,(F) Fat,12-May,19,29,0.6942264
11838,11355 X 11358,11355,11358,(N) Normal,12-May,19,35,0.7390448
11838,11355 X 11358,11355,11358,(N) Normal,12-May,19,35,0.8304028
11838,11355 X 11358,11355,11358,(N) Normal,12-May,19,37,1.1509447
11845,11355 X 11358,11355,11358,(F) Fat,12-May,19,36,0.6327225
11845,11355 X 11358,11355,11358,(F) Fat,12-May,19,35,0.6335118
11845,11355 X 11358,11355,11358,(F) Fat,12-May,19,35,0.9346734
11866,11359 X 11360,11359,11360,(N) Normal,12-May,19,27,0.6168772
11866,11359 X 11360,11359,11360,(N) Normal,12-May,19,27,0.6646319
11866,11359 X 11360,11359,11360,(N) Normal,12-May,19,27,0.8024543
11866,11359 X 11360,11359,11360,(N) Normal,12-May,19,28,1.2224498
11873,11359 X 11360,11359,11360,(F) Fat,12-May,19,29,0.6751867
11873,11359 X 11360,11359,11360,(F) Fat,12-May,19,27,0.8133707
11873,11359 X 11360,11359,11360,(F) Fat,12-May,19,28,0.9188275
16066,11360 X 11321,11360,11321,(N) Normal,12-Aug,30,40,0.844683
16066,11360 X 11321,11360,11321,(N) Normal,12-Aug,30,39,0.9314106
16066,11360 X 11321,11360,11321,(N) Normal,12-Aug,30,40,0.9795902
16073,11360 X 11321,11360,11321,(F) Fat,12-Aug,30,33,0.5409856
16073,11360 X 11321,11360,11321,(F) Fat,12-Aug,30,32,0.6163029
16073,11360 X 11321,11360,11321,(F) Fat,12-Aug,30,34,0.742158
11880,11360 X 11361,11360,11361,(N) Normal,12-May,19,36,0.5234836
11880,11360 X 11361,11360,11361,(N) Normal,12-May,19,36,0.5601176
11880,11360 X 11361,11360,11361,(N) Normal,12-May,19,35,0.7579892
11887,11360 X 11361,11360,11361,(F) Fat,12-May,19,35,0.3318373
11887,11360 X 11361,11360,11361,(F) Fat,12-May,19,36,0.4500661
11887,11360 X 11361,11360,11361,(F) Fat,12-May,19,36,0.5222288
11895,11361 X 11362,11361,11362,(N) Normal,12-May,19,19,1.7728449
11915,11362 X 11363,11362,11363,(F) Fat,12-May,19,21,0.3574737
11915,11362 X 11363,11362,11363,(F) Fat,12-May,19,23,0.4912531
11928,11363 X 11364,11363,11364,(F) Fat,12-May,19,21,0.4460679
11922,11363 X 11364,11363,11364,(N) Normal,12-May,19,21,0.4574634
11922,11363 X 11364,11363,11364,(N) Normal,12-May,19,21,0.614881
11929,11363 X 11364,11363,11364,(F) Fat,12-May,19,28,0.8498136
11929,11363 X 11364,11363,11364,(F) Fat,12-May,19,27,1.1322354
11929,11363 X 11364,11363,11364,(F) Fat,12-May,19,29,1.6188225
16304,11364 X 11344,11364,11344,(N) Normal,12-Aug,31,33,0.7565487
16311,11364 X 11344,11364,11344,(F) Fat,12-Aug,31,34,0.6306752
16311,11364 X 11344,11364,11344,(F) Fat,12-Aug,31,34,0.7169056
11956,11365 X 11366,11365,11366,(F) Fat,12-May,19,29,1.2983722
11956,11365 X 11366,11365,11366,(F) Fat,12-May,19,29,1.3458074
11956,11365 X 11366,11365,11366,(F) Fat,12-May,19,27,1.3972397
16332,11365 X 11372,11365,11372,(N) Normal,12-Aug,31,58,0.3383888
16332,11365 X 11372,11365,11372,(N) Normal,12-Aug,31,58,0.3827044
16332,11365 X 11372,11365,11372,(N) Normal,12-Aug,31,32,0.4680155
16339,11365 X 11372,11365,11372,(F) Fat,12-Aug,31,34,0.7890456
11964,11366 X 11367,11366,11367,(N) Normal,12-May,19,28,0.7481266
11964,11366 X 11367,11366,11367,(N) Normal,12-May,19,28,0.7572483
11964,11366 X 11367,11366,11367,(N) Normal,12-May,19,28,0.8804638
11971,11366 X 11367,11366,11367,(F) Fat,12-May,19,24,0.1264464
11971,11366 X 11367,11366,11367,(F) Fat,12-May,19,21,0.186423
11971,11366 X 11367,11366,11367,(F) Fat,12-May,19,22,0.4615456
11978,11367 X 11369,11367,11369,(N) Normal,12-May,19,21,0.3447175
11978,11367 X 11369,11367,11369,(N) Normal,12-May,19,21,0.5257924
11978,11367 X 11369,11367,11369,(N) Normal,12-May,19,21,0.5751483
11985,11367 X 11369,11367,11369,(F) Fat,12-May,19,19,0.9195632
11992,11369 X 11370,11369,11370,(N) Normal,12-May,19,29,1.189575
11992,11369 X 11370,11369,11370,(N) Normal,12-May,19,27,1.3435911
11992,11369 X 11370,11369,11370,(N) Normal,12-May,19,28,1.3919702
11999,11369 X 11370,11369,11370,(F) Fat,12-May,19,20,0.6557714
12006,11370 X 11371,11370,11371,(N) Normal,12-May,19,21,0.4150176
12006,11370 X 11371,11370,11371,(N) Normal,12-May,19,26,0.4399323
12006,11370 X 11371,11370,11371,(N) Normal,12-May,19,21,0.525176
12013,11370 X 11371,11370,11371,(F) Fat,12-May,19,21,0.4215187
12013,11370 X 11371,11370,11371,(F) Fat,12-May,19,22,0.4663064
12013,11370 X 11371,11370,11371,(F) Fat,12-May,19,23,0.7705666
12020,11371 X 11372,11371,11372,(N) Normal,12-May,19,19,0.8951748
12020,11371 X 11372,11371,11372,(N) Normal,12-May,19,20,0.9049296
16038,11371 X 12035,11371,12035,(N) Normal,12-Aug,30,32,0.4007417
16038,11371 X 12035,11371,12035,(N) Normal,12-Aug,30,32,0.4651706
16038,11371 X 12035,11371,12035,(N) Normal,12-Aug,30,34,0.5427546
16045,11371 X 12035,11371,12035,(F) Fat,12-Aug,30,34,0.3959842
16045,11371 X 12035,11371,12035,(F) Fat,12-Aug,30,34,0.4094943
16045,11371 X 12035,11371,12035,(F) Fat,12-Aug,30,34,0.5060616
16321,11372 X 11364,11372,11364,(N) Normal,12-Aug,31,56,0.549208
16318,11372 X 11364,11372,11364,(N) Normal,12-Aug,31,42,1.2500204
16325,11372 X 11364,11372,11364,(F) Fat,12-Aug,31,32,0.5132822
16325,11372 X 11364,11372,11364,(F) Fat,12-Aug,31,32,0.548645
16325,11372 X 11364,11372,11364,(F) Fat,12-Aug,31,33,0.5913734
12036,11372 X 11373,11372,11373,(N) Normal,12-May,19,21,0.4497465
12034,11372 X 11373,11372,11373,(N) Normal,12-May,19,21,0.3677766
12034,11372 X 11373,11372,11373,(N) Normal,12-May,19,21,0.4185918
12062,11373 X 11374,11373,11374,(N) Normal,12-Jun,20,25,0.3910212
12062,11373 X 11374,11373,11374,(N) Normal,12-Jun,20,64,0.5641166
16220,11374 X 11330,11374,11330,(N) Normal,12-Aug,31,33,0.5368329
16220,11374 X 11330,11374,11330,(N) Normal,12-Aug,31,32,0.9683868
16220,11374 X 11330,11374,11330,(N) Normal,12-Aug,31,33,1.0758538
16222,11374 X 11330,11374,11330,(N) Normal,12-Aug,31,33,0.6232192
16227,11374 X 11330,11374,11330,(F) Fat,12-Aug,31,32,0.5515437
16227,11374 X 11330,11374,11330,(F) Fat,12-Aug,31,34,0.5723049
12076,11374 X 11375,11374,11375,(N) Normal,12-Jun,20,62,0.4747962
12076,11374 X 11375,11374,11375,(N) Normal,12-Jun,20,64,0.6868004
12083,11374 X 11375,11374,11375,(F) Fat,12-Jun,20,48,0.7618322
12083,11374 X 11375,11374,11375,(F) Fat,12-Jun,20,48,0.8327045
12083,11374 X 11375,11374,11375,(F) Fat,12-Jun,20,51,0.9235804
12101,11375 X 11377,11375,11377,(F) Fat,12-Jun,20,25,0.4569895
12090,11375 X 11377,11375,11377,(N) Normal,12-Jun,20,49,0.5022833
12090,11375 X 11377,11375,11377,(N) Normal,12-Jun,20,50,0.677901
12090,11375 X 11377,11375,11377,(N) Normal,12-Jun,20,48,0.9281661
12097,11375 X 11377,11375,11377,(F) Fat,12-Jun,20,64,0.3683648
12097,11375 X 11377,11375,11377,(F) Fat,12-Jun,20,64,0.411369
12104,11377 X 11378,11377,11378,(N) Normal,12-Jun,20,63,0.4667836
12104,11377 X 11378,11377,11378,(N) Normal,12-Jun,20,65,0.479548
12104,11377 X 11378,11377,11378,(N) Normal,12-Jun,20,65,0.5059911
12111,11377 X 11378,11377,11378,(F) Fat,12-Jun,20,50,0.5619406
12111,11377 X 11378,11377,11378,(F) Fat,12-Jun,20,48,0.6475703
12111,11377 X 11378,11377,11378,(F) Fat,12-Jun,20,51,0.8150752
12125,11378 X 11379,11378,11379,(F) Fat,12-Jun,20,50,0.8656159
12125,11378 X 11379,11378,11379,(F) Fat,12-Jun,20,49,0.8812529
12125,11378 X 11379,11378,11379,(F) Fat,12-Jun,20,51,1.1435294
12134,11379 X 11380,11379,11380,(N) Normal,12-Jun,20,26,0.3356067
12132,11379 X 11380,11379,11380,(N) Normal,12-Jun,20,50,0.5198699
12132,11379 X 11380,11379,11380,(N) Normal,12-Jun,20,51,0.5639927
12132,11379 X 11380,11379,11380,(N) Normal,12-Jun,20,50,0.6396157
12139,11379 X 11380,11379,11380,(F) Fat,12-Jun,20,53,0.3974781
12139,11379 X 11380,11379,11380,(F) Fat,12-Jun,20,52,0.5257726
12139,11379 X 11380,11379,11380,(F) Fat,12-Jun,20,52,1.2472321
12153,11380 X 11381,11380,11381,(F) Fat,12-Jun,20,48,0.8660529
12160,11381 X 11383,11381,11383,(N) Normal,12-Jun,20,64,0.9246019
12198,11384 X 11385,11384,11385,(F) Fat,12-Jun,20,63,0.4946772
12188,11384 X 11385,11384,11385,(N) Normal,12-Jun,20,62,0.579594
12195,11384 X 11385,11384,11385,(F) Fat,12-Jun,20,53,0.4186518
12195,11384 X 11385,11384,11385,(F) Fat,12-Jun,20,53,0.514371
16416,11385 X 11334,11385,11334,(N) Normal,12-Aug,31,63,0.2373446
16423,11385 X 11334,11385,11334,(F) Fat,12-Aug,31,44,0.5603298
16423,11385 X 11334,11385,11334,(F) Fat,12-Aug,31,46,0.6421592
16423,11385 X 11334,11385,11334,(F) Fat,12-Aug,31,42,0.8486336
12221,11387 X 11388,11387,11388,(F) Fat,12-Jun,20,48,0.4911723
12221,11387 X 11388,11387,11388,(F) Fat,12-Jun,20,49,0.5447947
12221,11387 X 11388,11387,11388,(F) Fat,12-Jun,20,51,0.7578949
12224,11387 X 11388,11387,11388,(F) Fat,12-Jun,20,21,0.3717374
12216,11387 X 11388,11387,11388,(N) Normal,12-Jun,20,43,0.4465082
12216,11387 X 11388,11387,11388,(N) Normal,12-Jun,20,47,0.5421772
12216,11387 X 11388,11387,11388,(N) Normal,12-Jun,20,43,0.5559806
12223,11387 X 11388,11387,11388,(F) Fat,12-Jun,20,42,0.732187
12223,11387 X 11388,11387,11388,(F) Fat,12-Jun,20,44,0.797851
12223,11387 X 11388,11387,11388,(F) Fat,12-Jun,20,45,1.0518029
12230,11388 X 11389,11388,11389,(N) Normal,12-Jun,20,48,0.6579153
12230,11388 X 11389,11388,11389,(N) Normal,12-Jun,20,50,0.7030925
12237,11388 X 11389,11388,11389,(F) Fat,12-Jun,20,51,0.3730438
12237,11388 X 11389,11388,11389,(F) Fat,12-Jun,20,49,0.5698707
12237,11388 X 11389,11388,11389,(F) Fat,12-Jun,20,51,0.8299405
12244,11389 X 11391,11389,11391,(N) Normal,12-Jun,20,45,0.5594964
12244,11389 X 11391,11389,11391,(N) Normal,12-Jun,20,42,0.7818438
12244,11389 X 11391,11389,11391,(N) Normal,12-Jun,20,42,0.8768682
12258,11391 X 11392,11391,11392,(N) Normal,12-Jun,20,64,0.388085
12258,11391 X 11392,11391,11392,(N) Normal,12-Jun,20,64,0.4429285
12272,11392 X 11393,11392,11393,(N) Normal,12-Jun,20,25,0.2442301
12272,11392 X 11393,11392,11393,(N) Normal,12-Jun,20,25,0.4662228
12272,11392 X 11393,11392,11393,(N) Normal,12-Jun,20,26,0.5352537
12279,11392 X 11393,11392,11393,(F) Fat,12-Jun,20,48,0.2166349
12279,11392 X 11393,11392,11393,(F) Fat,12-Jun,20,49,0.4051188
12286,11393 X 11395,11393,11395,(N) Normal,12-Jun,20,25,0.338714
12286,11393 X 11395,11393,11395,(N) Normal,12-Jun,20,26,0.6942665
12293,11393 X 11395,11393,11395,(F) Fat,12-Jun,20,46,0.6896632
12293,11393 X 11395,11393,11395,(F) Fat,12-Jun,20,46,0.760212
12293,11393 X 11395,11393,11395,(F) Fat,12-Jun,20,45,0.8100634
16690,11393 X 11483,11393,11483,(F) Fat,12-Aug,32,58,0.5401537
16689,11393 X 11483,11393,11483,(F) Fat,12-Aug,32,57,0.8471817
12300,11395 X 11396,11395,11396,(N) Normal,12-Jun,20,46,0.5936762
12300,11395 X 11396,11395,11396,(N) Normal,12-Jun,20,47,0.6410157
12300,11395 X 11396,11395,11396,(N) Normal,12-Jun,20,44,1.0793357
12307,11395 X 11396,11395,11396,(F) Fat,12-Jun,20,22,0.3843077
12307,11395 X 11396,11395,11396,(F) Fat,12-Jun,20,21,0.4173365
12307,11395 X 11396,11395,11396,(F) Fat,12-Jun,20,21,0.4253326
16500,11395 X 12004,11395,12004,(N) Normal,12-Aug,32,56,0.5447594
16500,11395 X 12004,11395,12004,(N) Normal,12-Aug,32,56,0.5604787
16500,11395 X 12004,11395,12004,(N) Normal,12-Aug,32,56,0.799418
16507,11395 X 12004,11395,12004,(F) Fat,12-Aug,32,60,0.6434286
16507,11395 X 12004,11395,12004,(F) Fat,12-Aug,32,58,0.9631414
12314,11396 X 11397,11396,11397,(N) Normal,12-Jun,20,26,0.2664809
12314,11396 X 11397,11396,11397,(N) Normal,12-Jun,20,25,0.6998996
12321,11396 X 11397,11396,11397,(F) Fat,12-Jun,20,43,0.481155
12321,11396 X 11397,11396,11397,(F) Fat,12-Jun,20,45,0.9218042
16654,11397 X 11405,11397,11405,(N) Normal,12-Aug,32,60,0.7320741
16661,11397 X 11405,11397,11405,(F) Fat,12-Aug,32,59,0.5932581
16661,11397 X 11405,11397,11405,(F) Fat,12-Aug,32,59,0.6503182
16661,11397 X 11405,11397,11405,(F) Fat,12-Aug,32,58,0.670851
12328,11398 X 11399,11398,11399,(N) Normal,12-Jun,20,54,0.4364502
12328,11398 X 11399,11398,11399,(N) Normal,12-Jun,20,54,0.5274471
12328,11398 X 11399,11398,11399,(N) Normal,12-Jun,20,43,0.8531457
12330,11398 X 11399,11398,11399,(N) Normal,12-Jun,20,49,0.4781048
12335,11398 X 11399,11398,11399,(F) Fat,12-Jun,20,49,0.6920286
12335,11398 X 11399,11398,11399,(F) Fat,12-Jun,20,48,0.7381396
16528,11398 X 11452,11398,11452,(N) Normal,12-Aug,32,56,0.5153351
16528,11398 X 11452,11398,11452,(N) Normal,12-Aug,32,57,0.6193158
16528,11398 X 11452,11398,11452,(N) Normal,12-Aug,32,54,0.7068015
16535,11398 X 11452,11398,11452,(F) Fat,12-Aug,32,55,0.6595998
16535,11398 X 11452,11398,11452,(F) Fat,12-Aug,32,55,0.7160605
16535,11398 X 11452,11398,11452,(F) Fat,12-Aug,32,56,0.7927533
12343,11399 X 11400,11399,11400,(N) Normal,12-Jun,20,63,0.7047685
12349,11399 X 11400,11399,11400,(F) Fat,12-Jun,20,51,0.7444672
12349,11399 X 11400,11399,11400,(F) Fat,12-Jun,20,48,1.0393504
12371,11402 X 11403,11402,11403,(N) Normal,12-Jun,20,44,0.5412054
12370,11402 X 11403,11402,11403,(N) Normal,12-Jun,20,46,0.994622
12370,11402 X 11403,11402,11403,(N) Normal,12-Jun,20,42,1.077891
12370,11402 X 11403,11402,11403,(N) Normal,12-Jun,20,45,1.161607
12377,11402 X 11403,11402,11403,(F) Fat,12-Jun,20,47,0.9401726
12377,11402 X 11403,11402,11403,(F) Fat,12-Jun,20,45,1.036928
12377,11402 X 11403,11402,11403,(F) Fat,12-Jun,20,43,1.040664
12384,11403 X 11404,11403,11404,(N) Normal,12-Jun,20,42,1.2429131
12385,11403 X 11404,11403,11404,(N) Normal,12-Jun,20,48,0.7813707
12398,11404 X 11405,11404,11405,(N) Normal,12-Jun,20,63,0.4181214
12398,11404 X 11405,11404,11405,(N) Normal,12-Jun,20,63,0.6802359
12405,11404 X 11405,11404,11405,(F) Fat,12-Jun,20,54,0.4796064
12405,11404 X 11405,11404,11405,(F) Fat,12-Jun,20,52,0.4921485
12412,11405 X 11408,11405,11408,(N) Normal,12-Jun,20,46,0.7966217
12412,11405 X 11408,11405,11408,(N) Normal,12-Jun,20,46,0.8691983
12412,11405 X 11408,11405,11408,(N) Normal,12-Jun,20,46,1.0584952
12415,11405 X 11408,11405,11408,(N) Normal,12-Jun,20,53,0.4156626
12419,11405 X 11408,11405,11408,(F) Fat,12-Jun,20,46,0.5373463
12419,11405 X 11408,11405,11408,(F) Fat,12-Jun,20,47,0.5805472
16642,11405 X 11411,11405,11411,(N) Normal,12-Aug,32,58,0.5966937
16640,11405 X 11411,11405,11411,(N) Normal,12-Aug,32,60,0.5571777
16640,11405 X 11411,11405,11411,(N) Normal,12-Aug,32,59,0.6688687
16647,11405 X 11411,11405,11411,(F) Fat,12-Aug,32,59,0.7247873
16647,11405 X 11411,11405,11411,(F) Fat,12-Aug,32,59,0.9134496
12433,11408 X 11410,11408,11410,(F) Fat,12-Jun,20,25,0.4379425
16542,11410 X 11398,11410,11398,(N) Normal,12-Aug,32,61,0.7442073
16549,11410 X 11398,11410,11398,(F) Fat,12-Aug,32,61,0.912134
16549,11410 X 11398,11410,11398,(F) Fat,12-Aug,32,60,1.1619272
12440,11410 X 11411,11410,11411,(N) Normal,12-Jun,20,62,0.6284991
12458,11411 X 11413,11411,11413,(N) Normal,12-Jun,20,42,0.8685236
12454,11411 X 11413,11411,11413,(N) Normal,12-Jun,20,50,0.4282588
12454,11411 X 11413,11411,11413,(N) Normal,12-Jun,20,48,0.4380689
12454,11411 X 11413,11411,11413,(N) Normal,12-Jun,20,50,0.6870577
12461,11411 X 11413,11411,11413,(F) Fat,12-Jun,20,42,0.4421752
12461,11411 X 11413,11411,11413,(F) Fat,12-Jun,20,45,0.63242
12461,11411 X 11413,11411,11413,(F) Fat,12-Jun,20,42,0.8072356
16556,11413 X 11410,11413,11410,(N) Normal,12-Aug,32,60,0.4049644
16556,11413 X 11410,11413,11410,(N) Normal,12-Aug,32,60,0.6335775
16563,11413 X 11410,11413,11410,(F) Fat,12-Aug,32,58,0.5371311
12468,11413 X 11414,11413,11414,(N) Normal,12-Jun,20,47,0.6084125
12468,11413 X 11414,11413,11414,(N) Normal,12-Jun,20,43,0.6263226
12475,11413 X 11414,11413,11414,(F) Fat,12-Jun,20,21,0.3780197
12475,11413 X 11414,11413,11414,(F) Fat,12-Jun,20,21,0.4219194
12475,11413 X 11414,11413,11414,(F) Fat,12-Jun,20,21,0.4714874
12482,11414 X 11415,11414,11415,(N) Normal,12-Jun,20,23,0.3749823
12482,11414 X 11415,11414,11415,(N) Normal,12-Jun,20,23,0.4548099
12482,11414 X 11415,11414,11415,(N) Normal,12-Jun,20,23,0.6606033
12489,11414 X 11415,11414,11415,(F) Fat,12-Jun,20,25,0.2545323
12489,11414 X 11415,11414,11415,(F) Fat,12-Jun,20,25,0.3864931
12489,11414 X 11415,11414,11415,(F) Fat,12-Jun,20,26,0.4108245
16612,11414 X 11442,11414,11442,(N) Normal,12-Aug,32,59,1.2593845
16614,11414 X 11442,11414,11442,(N) Normal,12-Aug,32,54,0.6910537
16619,11414 X 11442,11414,11442,(F) Fat,12-Aug,32,58,0.6605535
12496,11415 X 11416,11415,11416,(N) Normal,12-Jun,20,25,0.4979428
12503,11415 X 11416,11415,11416,(F) Fat,12-Jun,20,21,0.4239907
12503,11415 X 11416,11415,11416,(F) Fat,12-Jun,20,21,0.5332575
12510,11416 X 11420,11416,11420,(N) Normal,12-Jun,20,26,0.3570842
12510,11416 X 11420,11416,11420,(N) Normal,12-Jun,20,26,0.4783328
12517,11416 X 11420,11416,11420,(F) Fat,12-Jun,20,26,0.3246052
12517,11416 X 11420,11416,11420,(F) Fat,12-Jun,20,25,0.3463205
12524,11420 X 11373,11420,11373,(N) Normal,12-Jun,20,25,0.4489116
12524,11420 X 11373,11420,11373,(N) Normal,12-Jun,20,25,0.6013988
12524,11420 X 11373,11420,11373,(N) Normal,12-Jun,20,25,0.6927804
12531,11420 X 11373,11420,11373,(F) Fat,12-Jun,20,26,0.2189786
12531,11420 X 11373,11420,11373,(F) Fat,12-Jun,20,26,0.43144
12531,11420 X 11373,11420,11373,(F) Fat,12-Jun,20,25,0.5417178
12538,11421 X 11423,11421,11423,(N) Normal,12-Jun,21,58,0.4811564
12538,11421 X 11423,11421,11423,(N) Normal,12-Jun,21,58,0.5235563
12538,11421 X 11423,11421,11423,(N) Normal,12-Jun,21,60,0.5536051
12544,11421 X 11423,11421,11423,(F) Fat,12-Jun,21,63,0.4826835
12545,11421 X 11423,11421,11423,(F) Fat,12-Jun,21,24,0.4869913
12545,11421 X 11423,11421,11423,(F) Fat,12-Jun,21,24,0.5395705
12546,11421 X 11423,11421,11423,(F) Fat,12-Jun,21,22,0.4774994
12559,11423 X 11424,11423,11424,(F) Fat,12-Jun,21,61,0.4636597
12559,11423 X 11424,11423,11424,(F) Fat,12-Jun,21,61,0.4876826
12577,11424 X 11425,11424,11425,(F) Fat,12-Jun,21,25,0.5199311
12578,11425 X 11426,11425,11426,(N) Normal,12-Jun,21,24,0.6136978
12580,11425 X 11426,11425,11426,(N) Normal,12-Jun,21,58,0.5112571
12580,11425 X 11426,11425,11426,(N) Normal,12-Jun,21,61,0.5797894
12580,11425 X 11426,11425,11426,(N) Normal,12-Jun,21,61,0.595369
12587,11425 X 11426,11425,11426,(F) Fat,12-Jun,21,24,0.5127406
12587,11425 X 11426,11425,11426,(F) Fat,12-Jun,21,22,0.6602689
12594,11426 X 11428,11426,11428,(N) Normal,12-Jun,21,63,0.3322221
